"","rowname","variable","value","geoid"
"647","I.8","hh2",67.517,"51059492203"
"648","I.9","hh2",211.9,"51059492203"
"649","I.1","hh3",3.743,"51059492203"
"650","I.2","hh3",0.808,"51059492203"
"651","I.3","hh3",1.588,"51059492203"
"652","I.4","hh3",3.244,"51059492203"
"653","I.5","hh3",2.867,"51059492203"
"654","I.6","hh3",3.576,"51059492203"
"655","I.7","hh3",32.368,"51059492203"
"656","I.8","hh3",32.764,"51059492203"
"657","I.9","hh3",146.041,"51059492203"
"658","I.1","hh4",0.664,"51059492203"
"659","I.2","hh4",1.025,"51059492203"
"660","I.3","hh4",0.579,"51059492203"
"661","I.4","hh4",2.689,"51059492203"
"662","I.5","hh4",2.039,"51059492203"
"663","I.6","hh4",3.979,"51059492203"
"664","I.7","hh4",51.015,"51059492203"
"665","I.8","hh4",34.15,"51059492203"
"666","I.9","hh4",173.859,"51059492203"
"667","I.1","hh5",0.319,"51059492203"
"668","I.2","hh5",0.961,"51059492203"
"669","I.3","hh5",1.543,"51059492203"
"670","I.4","hh5",4.439,"51059492203"
"671","I.5","hh5",1.42,"51059492203"
"672","I.6","hh5",2.827,"51059492203"
"673","I.7","hh5",23.833,"51059492203"
"674","I.8","hh5",26.607,"51059492203"
"675","I.9","hh5",67.051,"51059492203"
"676","I.1","hh1",1.789,"51059492202"
"677","I.2","hh1",0,"51059492202"
"678","I.3","hh1",2.949,"51059492202"
"679","I.4","hh1",1.778,"51059492202"
"680","I.5","hh1",37.607,"51059492202"
"681","I.6","hh1",21.167,"51059492202"
"682","I.7","hh1",49.504,"51059492202"
"683","I.8","hh1",22.745,"51059492202"
"684","I.9","hh1",33.461,"51059492202"
"685","I.1","hh2",2.334,"51059492202"
"686","I.2","hh2",0,"51059492202"
"687","I.3","hh2",1.194,"51059492202"
"688","I.4","hh2",1.091,"51059492202"
"689","I.5","hh2",62.042,"51059492202"
"690","I.6","hh2",51.195,"51059492202"
"691","I.7","hh2",160.047,"51059492202"
"692","I.8","hh2",142.97,"51059492202"
"693","I.9","hh2",492.127,"51059492202"
"694","I.1","hh3",1.054,"51059492202"
"695","I.2","hh3",0,"51059492202"
"696","I.3","hh3",1.533,"51059492202"
"697","I.4","hh3",0.655,"51059492202"
"698","I.5","hh3",28.616,"51059492202"
"699","I.6","hh3",29.681,"51059492202"
"700","I.7","hh3",59.902,"51059492202"
"701","I.8","hh3",50.868,"51059492202"
"702","I.9","hh3",215.691,"51059492202"
"703","I.1","hh4",0.47,"51059492202"
"704","I.2","hh4",0,"51059492202"
"705","I.3","hh4",0.824,"51059492202"
"706","I.4","hh4",0.556,"51059492202"
"707","I.5","hh4",22.583,"51059492202"
"708","I.6","hh4",35.696,"51059492202"
"709","I.7","hh4",101.385,"51059492202"
"710","I.8","hh4",56.341,"51059492202"
"711","I.9","hh4",278.145,"51059492202"
"712","I.1","hh5",0.353,"51059492202"
"713","I.2","hh5",0,"51059492202"
"714","I.3","hh5",1.5,"51059492202"
"715","I.4","hh5",0.92,"51059492202"
"716","I.5","hh5",11.153,"51059492202"
"717","I.6","hh5",19.261,"51059492202"
"718","I.7","hh5",39.162,"51059492202"
"719","I.8","hh5",38.076,"51059492202"
"720","I.9","hh5",90.576,"51059492202"
"721","I.1","hh1",8.781,"51059492201"
"722","I.2","hh1",2.367,"51059492201"
"723","I.3","hh1",2.431,"51059492201"
"724","I.4","hh1",11.299,"51059492201"
"725","I.5","hh1",15.453,"51059492201"
"726","I.6","hh1",6.239,"51059492201"
"727","I.7","hh1",25.309,"51059492201"
"728","I.8","hh1",11.396,"51059492201"
"729","I.9","hh1",26.725,"51059492201"
"730","I.1","hh2",27.01,"51059492201"
"731","I.2","hh2",1.637,"51059492201"
"732","I.3","hh2",0.809,"51059492201"
"733","I.4","hh2",8.761,"51059492201"
"734","I.5","hh2",12.694,"51059492201"
"735","I.6","hh2",8.554,"51059492201"
"736","I.7","hh2",42.752,"51059492201"
"737","I.8","hh2",38.777,"51059492201"
"738","I.9","hh2",226.006,"51059492201"
"739","I.1","hh3",15.229,"51059492201"
"740","I.2","hh3",0.306,"51059492201"
"741","I.3","hh3",1.22,"51059492201"
"742","I.4","hh3",5.508,"51059492201"
"743","I.5","hh3",8.87,"51059492201"
"744","I.6","hh3",6.561,"51059492201"
"745","I.7","hh3",24.93,"51059492201"
"746","I.8","hh3",20.675,"51059492201"
"747","I.9","hh3",198.701,"51059492201"
"748","I.1","hh4",0.466,"51059492201"
"749","I.2","hh4",0.315,"51059492201"
"750","I.3","hh4",0.378,"51059492201"
"751","I.4","hh4",2.912,"51059492201"
"752","I.5","hh4",4.239,"51059492201"
"753","I.6","hh4",5.826,"51059492201"
"754","I.7","hh4",22.852,"51059492201"
"755","I.8","hh4",12.871,"51059492201"
"756","I.9","hh4",78.14,"51059492201"
"757","I.1","hh5",0.513,"51059492201"
"758","I.2","hh5",0.375,"51059492201"
"759","I.3","hh5",1.162,"51059492201"
"760","I.4","hh5",6.521,"51059492201"
"761","I.5","hh5",3.744,"51059492201"
"762","I.6","hh5",4.82,"51059492201"
"763","I.7","hh5",17.156,"51059492201"
"764","I.8","hh5",16.281,"51059492201"
"765","I.9","hh5",66.428,"51059492201"
"766","I.1","hh1",4.743,"51059492100"
"767","I.2","hh1",9.487,"51059492100"
"768","I.3","hh1",6.598,"51059492100"
"769","I.4","hh1",11.829,"51059492100"
"770","I.5","hh1",14.759,"51059492100"
"771","I.6","hh1",12.328,"51059492100"
"772","I.7","hh1",35.499,"51059492100"
"773","I.8","hh1",23.506,"51059492100"
"774","I.9","hh1",29.251,"51059492100"
"775","I.1","hh2",10.385,"51059492100"
"776","I.2","hh2",13.569,"51059492100"
"777","I.3","hh2",2.972,"51059492100"
"778","I.4","hh2",10.7,"51059492100"
"779","I.5","hh2",13.316,"51059492100"
"780","I.6","hh2",22.504,"51059492100"
"781","I.7","hh2",91.29,"51059492100"
"782","I.8","hh2",208.965,"51059492100"
"783","I.9","hh2",460.3,"51059492100"
"784","I.1","hh3",2.989,"51059492100"
"785","I.2","hh3",1.938,"51059492100"
"786","I.3","hh3",3.991,"51059492100"
"787","I.4","hh3",5.642,"51059492100"
"788","I.5","hh3",8.068,"51059492100"
"789","I.6","hh3",15.025,"51059492100"
"790","I.7","hh3",39.962,"51059492100"
"791","I.8","hh3",67.695,"51059492100"
"792","I.9","hh3",212.69,"51059492100"
"793","I.1","hh4",0.553,"51059492100"
"794","I.2","hh4",2.598,"51059492100"
"795","I.3","hh4",1.486,"51059492100"
"796","I.4","hh4",4.781,"51059492100"
"797","I.5","hh4",5.823,"51059492100"
"798","I.6","hh4",17.254,"51059492100"
"799","I.7","hh4",64.832,"51059492100"
"800","I.8","hh4",77.111,"51059492100"
"801","I.9","hh4",270.563,"51059492100"
"802","I.1","hh5",0.33,"51059492100"
"803","I.2","hh5",2.409,"51059492100"
"804","I.3","hh5",3.953,"51059492100"
"805","I.4","hh5",8.048,"51059492100"
"806","I.5","hh5",4.034,"51059492100"
"807","I.6","hh5",11.889,"51059492100"
"808","I.7","hh5",33.418,"51059492100"
"809","I.8","hh5",60.723,"51059492100"
"810","I.9","hh5",116.197,"51059492100"
"811","I.1","hh1",0,"51059492000"
"812","I.2","hh1",0,"51059492000"
"813","I.3","hh1",0,"51059492000"
"814","I.4","hh1",14.382,"51059492000"
"815","I.5","hh1",13.316,"51059492000"
"816","I.6","hh1",26.364,"51059492000"
"817","I.7","hh1",47.333,"51059492000"
"818","I.8","hh1",48.426,"51059492000"
"819","I.9","hh1",79.18,"51059492000"
"820","I.1","hh2",0,"51059492000"
"821","I.2","hh2",0,"51059492000"
"822","I.3","hh2",0,"51059492000"
"823","I.4","hh2",9.338,"51059492000"
"824","I.5","hh2",9.234,"51059492000"
"825","I.6","hh2",37.91,"51059492000"
"826","I.7","hh2",69.65,"51059492000"
"827","I.8","hh2",186.087,"51059492000"
"828","I.9","hh2",653.78,"51059492000"
"829","I.1","hh3",0,"51059492000"
"830","I.2","hh3",0,"51059492000"
"831","I.3","hh3",0,"51059492000"
"832","I.4","hh3",5.105,"51059492000"
"833","I.5","hh3",5.606,"51059492000"
"834","I.6","hh3",23.923,"51059492000"
"835","I.7","hh3",32.213,"51059492000"
"836","I.8","hh3",63.636,"51059492000"
"837","I.9","hh3",265.518,"51059492000"
"838","I.1","hh4",0,"51059492000"
"839","I.2","hh4",0,"51059492000"
"840","I.3","hh4",0,"51059492000"
"841","I.4","hh4",4.095,"51059492000"
"842","I.5","hh4",3.905,"51059492000"
"843","I.6","hh4",24.696,"51059492000"
"844","I.7","hh4",44.917,"51059492000"
"845","I.8","hh4",55.232,"51059492000"
"846","I.9","hh4",246.155,"51059492000"
"847","I.1","hh5",0,"51059492000"
"848","I.2","hh5",0,"51059492000"
"849","I.3","hh5",0,"51059492000"
"850","I.4","hh5",7.081,"51059492000"
"851","I.5","hh5",2.939,"51059492000"
"852","I.6","hh5",18.107,"51059492000"
"853","I.7","hh5",26.888,"51059492000"
"854","I.8","hh5",55.619,"51059492000"
"855","I.9","hh5",133.365,"51059492000"
"856","I.1","hh1",20.006,"51059491803"
"857","I.2","hh1",54.388,"51059491803"
"858","I.3","hh1",22.967,"51059491803"
"859","I.4","hh1",22.803,"51059491803"
"860","I.5","hh1",110.122,"51059491803"
"861","I.6","hh1",178.094,"51059491803"
"862","I.7","hh1",162.071,"51059491803"
"863","I.8","hh1",46.983,"51059491803"
"864","I.9","hh1",53.565,"51059491803"
"865","I.1","hh2",12.808,"51059491803"
"866","I.2","hh2",19.879,"51059491803"
"867","I.3","hh2",43.495,"51059491803"
"868","I.4","hh2",9.963,"51059491803"
"869","I.5","hh2",62.175,"51059491803"
"870","I.6","hh2",149.005,"51059491803"
"871","I.7","hh2",184.656,"51059491803"
"872","I.8","hh2",124.767,"51059491803"
"873","I.9","hh2",169.253,"51059491803"
"874","I.1","hh3",14.839,"51059491803"
"875","I.2","hh3",10.744,"51059491803"
"876","I.3","hh3",13.316,"51059491803"
"877","I.4","hh3",8.563,"51059491803"
"878","I.5","hh3",28.216,"51059491803"
"879","I.6","hh3",63.851,"51059491803"
"880","I.7","hh3",86.506,"51059491803"
"881","I.8","hh3",74.911,"51059491803"
"882","I.9","hh3",158.054,"51059491803"
"883","I.1","hh4",1.725,"51059491803"
"884","I.2","hh4",27.022,"51059491803"
"885","I.3","hh4",8.707,"51059491803"
"886","I.4","hh4",8.272,"51059491803"
"887","I.5","hh4",33.326,"51059491803"
"888","I.6","hh4",73.199,"51059491803"
"889","I.7","hh4",79.111,"51059491803"
"890","I.8","hh4",66.402,"51059491803"
"891","I.9","hh4",158.236,"51059491803"
"892","I.1","hh5",2.621,"51059491803"
"893","I.2","hh5",7.968,"51059491803"
"894","I.3","hh5",3.515,"51059491803"
"895","I.4","hh5",2.4,"51059491803"
"896","I.5","hh5",7.161,"51059491803"
"897","I.6","hh5",21.851,"51059491803"
"898","I.7","hh5",43.656,"51059491803"
"899","I.8","hh5",28.936,"51059491803"
"900","I.9","hh5",55.892,"51059491803"
"901","I.1","hh1",0,"51059491802"
"902","I.2","hh1",0,"51059491802"
"903","I.3","hh1",8.602,"51059491802"
"904","I.4","hh1",14.731,"51059491802"
"905","I.5","hh1",57.709,"51059491802"
"906","I.6","hh1",50.398,"51059491802"
"907","I.7","hh1",89.573,"51059491802"
"908","I.8","hh1",27.38,"51059491802"
"909","I.9","hh1",22.607,"51059491802"
"910","I.1","hh2",0,"51059491802"
"911","I.2","hh2",0,"51059491802"
"912","I.3","hh2",14.243,"51059491802"
"913","I.4","hh2",5.788,"51059491802"
"914","I.5","hh2",27.513,"51059491802"
"915","I.6","hh2",35.265,"51059491802"
"916","I.7","hh2",82.401,"51059491802"
"917","I.8","hh2",60.309,"51059491802"
"918","I.9","hh2",61.481,"51059491802"
"919","I.1","hh3",0,"51059491802"
"920","I.2","hh3",0,"51059491802"
"921","I.3","hh3",5.669,"51059491802"
"922","I.4","hh3",5.957,"51059491802"
"923","I.5","hh3",17.442,"51059491802"
"924","I.6","hh3",21.678,"51059491802"
"925","I.7","hh3",62.135,"51059491802"
"926","I.8","hh3",51.879,"51059491802"
"927","I.9","hh3",77.24,"51059491802"
"928","I.1","hh4",0,"51059491802"
"929","I.2","hh4",0,"51059491802"
"930","I.3","hh4",3.42,"51059491802"
"931","I.4","hh4",5.451,"51059491802"
"932","I.5","hh4",18.229,"51059491802"
"933","I.6","hh4",20.765,"51059491802"
"934","I.7","hh4",47.585,"51059491802"
"935","I.8","hh4",40.413,"51059491802"
"936","I.9","hh4",68.137,"51059491802"
"937","I.1","hh5",0,"51059491802"
"938","I.2","hh5",0,"51059491802"
"939","I.3","hh5",2.066,"51059491802"
"940","I.4","hh5",2.073,"51059491802"
"941","I.5","hh5",5.107,"51059491802"
"942","I.6","hh5",10.894,"51059491802"
"943","I.7","hh5",35.307,"51059491802"
"944","I.8","hh5",22.02,"51059491802"
"945","I.9","hh5",33.534,"51059491802"
"946","I.1","hh1",80.693,"51059491801"
"947","I.2","hh1",31.843,"51059491801"
"948","I.3","hh1",0,"51059491801"
"949","I.4","hh1",72.995,"51059491801"
"950","I.5","hh1",71.642,"51059491801"
"951","I.6","hh1",80.018,"51059491801"
"952","I.7","hh1",78.749,"51059491801"
"953","I.8","hh1",25.748,"51059491801"
"954","I.9","hh1",7.312,"51059491801"
"955","I.1","hh2",82.077,"51059491801"
"956","I.2","hh2",10.542,"51059491801"
"957","I.3","hh2",0,"51059491801"
"958","I.4","hh2",37.808,"51059491801"
"959","I.5","hh2",44.739,"51059491801"
"960","I.6","hh2",77.535,"51059491801"
"961","I.7","hh2",98.263,"51059491801"
"962","I.8","hh2",74.165,"51059491801"
"963","I.9","hh2",23.87,"51059491801"
"964","I.1","hh3",9.35,"51059491801"
"965","I.2","hh3",2.2,"51059491801"
"966","I.3","hh3",0,"51059491801"
"967","I.4","hh3",8.008,"51059491801"
"968","I.5","hh3",8.303,"51059491801"
"969","I.6","hh3",10.261,"51059491801"
"970","I.7","hh3",18.596,"51059491801"
"971","I.8","hh3",20.868,"51059491801"
"972","I.9","hh3",16.416,"51059491801"
"973","I.1","hh4",1.335,"51059491801"
"974","I.2","hh4",4.738,"51059491801"
"975","I.3","hh4",0,"51059491801"
"976","I.4","hh4",8.348,"51059491801"
"977","I.5","hh4",10.134,"51059491801"
"978","I.6","hh4",11.823,"51059491801"
"979","I.7","hh4",17.43,"51059491801"
"980","I.8","hh4",19.063,"51059491801"
"981","I.9","hh4",16.129,"51059491801"
"982","I.1","hh5",5.545,"51059491801"
"983","I.2","hh5",6.678,"51059491801"
"984","I.3","hh5",0,"51059491801"
"985","I.4","hh5",5.842,"51059491801"
"986","I.5","hh5",6.181,"51059491801"
"987","I.6","hh5",16.363,"51059491801"
"988","I.7","hh5",30.962,"51059491801"
"989","I.8","hh5",21.156,"51059491801"
"990","I.9","hh5",11.274,"51059491801"
"991","I.1","hh1",8.094,"51059491707"
"992","I.2","hh1",0,"51059491707"
"993","I.3","hh1",12.487,"51059491707"
"994","I.4","hh1",23.235,"51059491707"
"995","I.5","hh1",67.42,"51059491707"
"996","I.6","hh1",66.121,"51059491707"
"997","I.7","hh1",67.021,"51059491707"
"998","I.8","hh1",29.65,"51059491707"
"999","I.9","hh1",19.973,"51059491707"
"1000","I.1","hh2",7.254,"51059491707"
"1001","I.2","hh2",0,"51059491707"
"1002","I.3","hh2",51.416,"51059491707"
"1003","I.4","hh2",16.451,"51059491707"
"1004","I.5","hh2",84.09,"51059491707"
"1005","I.6","hh2",174.074,"51059491707"
"1006","I.7","hh2",153.711,"51059491707"
"1007","I.8","hh2",167.705,"51059491707"
"1008","I.9","hh2",105.299,"51059491707"
"1009","I.1","hh3",6.983,"51059491707"
"1010","I.2","hh3",0,"51059491707"
"1011","I.3","hh3",9.86,"51059491707"
"1012","I.4","hh3",10.835,"51059491707"
"1013","I.5","hh3",23.685,"51059491707"
"1014","I.6","hh3",35.334,"51059491707"
"1015","I.7","hh3",47.315,"51059491707"
"1016","I.8","hh3",64.18,"51059491707"
"1017","I.9","hh3",72.809,"51059491707"
"1018","I.1","hh4",1.334,"51059491707"
"1019","I.2","hh4",0,"51059491707"
"1020","I.3","hh4",8.319,"51059491707"
"1021","I.4","hh4",13.419,"51059491707"
"1022","I.5","hh4",42.417,"51059491707"
"1023","I.6","hh4",75.763,"51059491707"
"1024","I.7","hh4",60.285,"51059491707"
"1025","I.8","hh4",83.702,"51059491707"
"1026","I.9","hh4",91.76,"51059491707"
"1027","I.1","hh5",1.335,"51059491707"
"1028","I.2","hh5",0,"51059491707"
"1029","I.3","hh5",1.917,"51059491707"
"1030","I.4","hh5",2.06,"51059491707"
"1031","I.5","hh5",3.389,"51059491707"
"1032","I.6","hh5",6.71,"51059491707"
"1033","I.7","hh5",14.668,"51059491707"
"1034","I.8","hh5",12.763,"51059491707"
"1035","I.9","hh5",18.159,"51059491707"
"1036","I.1","hh1",72.017,"51059491706"
"1037","I.2","hh1",9.23,"51059491706"
"1038","I.3","hh1",25.105,"51059491706"
"1039","I.4","hh1",78.844,"51059491706"
"1040","I.5","hh1",197.225,"51059491706"
"1041","I.6","hh1",107.675,"51059491706"
"1042","I.7","hh1",87.687,"51059491706"
"1043","I.8","hh1",21.11,"51059491706"
"1044","I.9","hh1",16.106,"51059491706"
"1045","I.1","hh2",33.783,"51059491706"
"1046","I.2","hh2",3.653,"51059491706"
"1047","I.3","hh2",46.116,"51059491706"
"1048","I.4","hh2",28.066,"51059491706"
"1049","I.5","hh2",97.704,"51059491706"
"1050","I.6","hh2",77.88,"51059491706"
"1051","I.7","hh2",91.588,"51059491706"
"1052","I.8","hh2",53.546,"51059491706"
"1053","I.9","hh2",50.663,"51059491706"
"1054","I.1","hh3",7.918,"51059491706"
"1055","I.2","hh3",1.416,"51059491706"
"1056","I.3","hh3",4.417,"51059491706"
"1057","I.4","hh3",7.124,"51059491706"
"1058","I.5","hh3",9.83,"51059491706"
"1059","I.6","hh3",9.556,"51059491706"
"1060","I.7","hh3",17.004,"51059491706"
"1061","I.8","hh3",17.863,"51059491706"
"1062","I.9","hh3",26.871,"51059491706"
"1063","I.1","hh4",1.282,"51059491706"
"1064","I.2","hh4",2.7,"51059491706"
"1065","I.3","hh4",3.362,"51059491706"
"1066","I.4","hh4",7.966,"51059491706"
"1067","I.5","hh4",13.241,"51059491706"
"1068","I.6","hh4",11.888,"51059491706"
"1069","I.7","hh4",16.721,"51059491706"
"1070","I.8","hh4",16.481,"51059491706"
"1071","I.9","hh4",28.36,"51059491706"
"1072","I.1","hh5",0,"51059491706"
"1073","I.2","hh5",0,"51059491706"
"1074","I.3","hh5",0,"51059491706"
"1075","I.4","hh5",0,"51059491706"
"1076","I.5","hh5",0,"51059491706"
"1077","I.6","hh5",0,"51059491706"
"1078","I.7","hh5",0,"51059491706"
"1079","I.8","hh5",0,"51059491706"
"1080","I.9","hh5",0,"51059491706"
"1081","I.1","hh1",2.225,"51059491705"
"1082","I.2","hh1",1.683,"51059491705"
"1083","I.3","hh1",0.713,"51059491705"
"1084","I.4","hh1",4.51,"51059491705"
"1085","I.5","hh1",7.305,"51059491705"
"1086","I.6","hh1",8.032,"51059491705"
"1087","I.7","hh1",10.062,"51059491705"
"1088","I.8","hh1",4.242,"51059491705"
"1089","I.9","hh1",4.229,"51059491705"
"1090","I.1","hh2",8.154,"51059491705"
"1091","I.2","hh2",2.325,"51059491705"
"1092","I.3","hh2",2.045,"51059491705"
"1093","I.4","hh2",10.182,"51059491705"
"1094","I.5","hh2",11.149,"51059491705"
"1095","I.6","hh2",60.063,"51059491705"
"1096","I.7","hh2",55.733,"51059491705"
"1097","I.8","hh2",58.086,"51059491705"
"1098","I.9","hh2",125.265,"51059491705"
"1099","I.1","hh3",9.11,"51059491705"
"1100","I.2","hh3",1.195,"51059491705"
"1101","I.3","hh3",0.612,"51059491705"
"1102","I.4","hh3",8.519,"51059491705"
"1103","I.5","hh3",4.929,"51059491705"
"1104","I.6","hh3",23.914,"51059491705"
"1105","I.7","hh3",25.001,"51059491705"
"1106","I.8","hh3",33.65,"51059491705"
"1107","I.9","hh3",110.07,"51059491705"
"1108","I.1","hh4",1.068,"51059491705"
"1109","I.2","hh4",2.811,"51059491705"
"1110","I.3","hh4",0.386,"51059491705"
"1111","I.4","hh4",8.621,"51059491705"
"1112","I.5","hh4",5.745,"51059491705"
"1113","I.6","hh4",28.427,"51059491705"
"1114","I.7","hh4",22.987,"51059491705"
"1115","I.8","hh4",30.565,"51059491705"
"1116","I.9","hh4",119.391,"51059491705"
"1117","I.1","hh5",2.443,"51059491705"
"1118","I.2","hh5",1.987,"51059491705"
"1119","I.3","hh5",0.244,"51059491705"
"1120","I.4","hh5",3.168,"51059491705"
"1121","I.5","hh5",1.872,"51059491705"
"1122","I.6","hh5",19.565,"51059491705"
"1123","I.7","hh5",22.217,"51059491705"
"1124","I.8","hh5",20.458,"51059491705"
"1125","I.9","hh5",75.046,"51059491705"
"1126","I.1","hh1",41.957,"51059491704"
"1127","I.2","hh1",29.493,"51059491704"
"1128","I.3","hh1",9.461,"51059491704"
"1129","I.4","hh1",83.293,"51059491704"
"1130","I.5","hh1",135.634,"51059491704"
"1131","I.6","hh1",104.123,"51059491704"
"1132","I.7","hh1",234.521,"51059491704"
"1133","I.8","hh1",83.782,"51059491704"
"1134","I.9","hh1",27.736,"51059491704"
"1135","I.1","hh2",19.749,"51059491704"
"1136","I.2","hh2",8.401,"51059491704"
"1137","I.3","hh2",16.308,"51059491704"
"1138","I.4","hh2",26.951,"51059491704"
"1139","I.5","hh2",60.575,"51059491704"
"1140","I.6","hh2",69.253,"51059491704"
"1141","I.7","hh2",187.494,"51059491704"
"1142","I.8","hh2",162.836,"51059491704"
"1143","I.9","hh2",77.433,"51059491704"
"1144","I.1","hh3",36.803,"51059491704"
"1145","I.2","hh3",6.561,"51059491704"
"1146","I.3","hh3",5.675,"51059491704"
"1147","I.4","hh3",36.8,"51059491704"
"1148","I.5","hh3",39.146,"51059491704"
"1149","I.6","hh3",41.328,"51059491704"
"1150","I.7","hh3",152.197,"51059491704"
"1151","I.8","hh3",158.656,"51059491704"
"1152","I.9","hh3",85.833,"51059491704"
"1153","I.1","hh4",1.872,"51059491704"
"1154","I.2","hh4",7.568,"51059491704"
"1155","I.3","hh4",2.724,"51059491704"
"1156","I.4","hh4",16.299,"51059491704"
"1157","I.5","hh4",23.902,"51059491704"
"1158","I.6","hh4",23.58,"51059491704"
"1159","I.7","hh4",53.217,"51059491704"
"1160","I.8","hh4",60.442,"51059491704"
"1161","I.9","hh4",58.397,"51059491704"
"1162","I.1","hh5",4.619,"51059491704"
"1163","I.2","hh5",5.976,"51059491704"
"1164","I.3","hh5",1.832,"51059491704"
"1165","I.4","hh5",6.656,"51059491704"
"1166","I.5","hh5",8.743,"51059491704"
"1167","I.6","hh5",16.716,"51059491704"
"1168","I.7","hh5",58.571,"51059491704"
"1169","I.8","hh5",45.285,"51059491704"
"1170","I.9","hh5",35.601,"51059491704"
"1171","I.1","hh1",69.217,"51059491703"
"1172","I.2","hh1",0,"51059491703"
"1173","I.3","hh1",57.609,"51059491703"
"1174","I.4","hh1",210.59,"51059491703"
"1175","I.5","hh1",272.263,"51059491703"
"1176","I.6","hh1",179.072,"51059491703"
"1177","I.7","hh1",256.302,"51059491703"
"1178","I.8","hh1",81.944,"51059491703"
"1179","I.9","hh1",27.002,"51059491703"
"1180","I.1","hh2",48.636,"51059491703"
"1181","I.2","hh2",0,"51059491703"
"1182","I.3","hh2",125.783,"51059491703"
"1183","I.4","hh2",107.636,"51059491703"
"1184","I.5","hh2",168.868,"51059491703"
"1185","I.6","hh2",164.14,"51059491703"
"1186","I.7","hh2",320.877,"51059491703"
"1187","I.8","hh2",233.63,"51059491703"
