"rowname","variable","value","geoid"
"I.9","hh1",27.022,"51059422202"
"I.1","hh2",25.06,"51059422202"
"I.2","hh2",30.191,"51059422202"
"I.3","hh2",10.583,"51059422202"
"I.4","hh2",28.225,"51059422202"
"I.5","hh2",57.436,"51059422202"
"I.6","hh2",38.584,"51059422202"
"I.7","hh2",111.19,"51059422202"
"I.8","hh2",123.84,"51059422202"
"I.9","hh2",114.89,"51059422202"
"I.1","hh3",6.991,"51059422202"
"I.2","hh3",4.208,"51059422202"
"I.3","hh3",13.257,"51059422202"
"I.4","hh3",14.389,"51059422202"
"I.5","hh3",31.96,"51059422202"
"I.6","hh3",26.136,"51059422202"
"I.7","hh3",52.371,"51059422202"
"I.8","hh3",52.825,"51059422202"
"I.9","hh3",75.864,"51059422202"
"I.1","hh4",3.64,"51059422202"
"I.2","hh4",31.315,"51059422202"
"I.3","hh4",10.417,"51059422202"
"I.4","hh4",21.169,"51059422202"
"I.5","hh4",48.355,"51059422202"
"I.6","hh4",41.576,"51059422202"
"I.7","hh4",138.301,"51059422202"
"I.8","hh4",99.881,"51059422202"
"I.9","hh4",107.345,"51059422202"
"I.1","hh5",2.864,"51059422202"
"I.2","hh5",79.857,"51059422202"
"I.3","hh5",34.257,"51059422202"
"I.4","hh5",42.161,"51059422202"
"I.5","hh5",40.599,"51059422202"
"I.6","hh5",32.31,"51059422202"
"I.7","hh5",88.79,"51059422202"
"I.8","hh5",112.283,"51059422202"
"I.9","hh5",60.879,"51059422202"
"I.1","hh1",5.716,"51059422201"
"I.2","hh1",5.077,"51059422201"
"I.3","hh1",19.958,"51059422201"
"I.4","hh1",46.456,"51059422201"
"I.5","hh1",79.238,"51059422201"
"I.6","hh1",44.508,"51059422201"
"I.7","hh1",61.034,"51059422201"
"I.8","hh1",24.562,"51059422201"
"I.9","hh1",31.452,"51059422201"
"I.1","hh2",6.086,"51059422201"
"I.2","hh2",3.027,"51059422201"
"I.3","hh2",5.339,"51059422201"
"I.4","hh2",23.397,"51059422201"
"I.5","hh2",42.478,"51059422201"
"I.6","hh2",45.65,"51059422201"
"I.7","hh2",67.709,"51059422201"
"I.8","hh2",57.129,"51059422201"
"I.9","hh2",129.184,"51059422201"
"I.1","hh3",1.563,"51059422201"
"I.2","hh3",0.467,"51059422201"
"I.3","hh3",5.11,"51059422201"
"I.4","hh3",7.969,"51059422201"
"I.5","hh3",15.57,"51059422201"
"I.6","hh3",20.324,"51059422201"
"I.7","hh3",24.151,"51059422201"
"I.8","hh3",19.724,"51059422201"
"I.9","hh3",63.123,"51059422201"
"I.1","hh4",0.415,"51059422201"
"I.2","hh4",0.73,"51059422201"
"I.3","hh4",3.581,"51059422201"
"I.4","hh4",15.309,"51059422201"
"I.5","hh4",27.959,"51059422201"
"I.6","hh4",50.125,"51059422201"
"I.7","hh4",67.702,"51059422201"
"I.8","hh4",33.348,"51059422201"
"I.9","hh4",120.832,"51059422201"
"I.1","hh5",0.22,"51059422201"
"I.2","hh5",0.7,"51059422201"
"I.3","hh5",7.012,"51059422201"
"I.4","hh5",16.869,"51059422201"
"I.5","hh5",11.756,"51059422201"
"I.6","hh5",23.394,"51059422201"
"I.7","hh5",28.404,"51059422201"
"I.8","hh5",25.236,"51059422201"
"I.9","hh5",49.409,"51059422201"
"I.1","hh1",7.165,"51059422102"
"I.2","hh1",26.917,"51059422102"
"I.3","hh1",29.348,"51059422102"
"I.4","hh1",22.911,"51059422102"
"I.5","hh1",93.974,"51059422102"
"I.6","hh1",24.929,"51059422102"
"I.7","hh1",102.44,"51059422102"
"I.8","hh1",59.116,"51059422102"
"I.9","hh1",29.2,"51059422102"
"I.1","hh2",6.714,"51059422102"
"I.2","hh2",11.074,"51059422102"
"I.3","hh2",6.132,"51059422102"
"I.4","hh2",11.329,"51059422102"
"I.5","hh2",38.988,"51059422102"
"I.6","hh2",24.62,"51059422102"
"I.7","hh2",86.845,"51059422102"
"I.8","hh2",96.869,"51059422102"
"I.9","hh2",108.429,"51059422102"
"I.1","hh3",3.183,"51059422102"
"I.2","hh3",4.053,"51059422102"
"I.3","hh3",16.933,"51059422102"
"I.4","hh3",8.906,"51059422102"
"I.5","hh3",55.126,"51059422102"
"I.6","hh3",24.891,"51059422102"
"I.7","hh3",88.756,"51059422102"
"I.8","hh3",103.223,"51059422102"
"I.9","hh3",104.93,"51059422102"
"I.1","hh4",0.501,"51059422102"
"I.2","hh4",3.786,"51059422102"
"I.3","hh4",4.785,"51059422102"
"I.4","hh4",6.555,"51059422102"
"I.5","hh4",28.367,"51059422102"
"I.6","hh4",24.695,"51059422102"
"I.7","hh4",104.322,"51059422102"
"I.8","hh4",75.043,"51059422102"
"I.9","hh4",103.946,"51059422102"
"I.1","hh5",0.437,"51059422102"
"I.2","hh5",9.169,"51059422102"
"I.3","hh5",26.803,"51059422102"
"I.4","hh5",15.299,"51059422102"
"I.5","hh5",53.544,"51059422102"
"I.6","hh5",23.866,"51059422102"
"I.7","hh5",125.637,"51059422102"
"I.8","hh5",196.749,"51059422102"
"I.9","hh5",75.495,"51059422102"
"I.1","hh1",23.977,"51059422101"
"I.2","hh1",6.923,"51059422101"
"I.3","hh1",46.317,"51059422101"
"I.4","hh1",94.185,"51059422101"
"I.5","hh1",66.52,"51059422101"
"I.6","hh1",56.839,"51059422101"
"I.7","hh1",88.968,"51059422101"
"I.8","hh1",69.766,"51059422101"
"I.9","hh1",22.505,"51059422101"
"I.1","hh2",31.369,"51059422101"
"I.2","hh2",4.389,"51059422101"
"I.3","hh2",15.9,"51059422101"
"I.4","hh2",65.09,"51059422101"
"I.5","hh2",46.078,"51059422101"
"I.6","hh2",74.262,"51059422101"
"I.7","hh2",118.47,"51059422101"
"I.8","hh2",200.248,"51059422101"
"I.9","hh2",105.194,"51059422101"
"I.1","hh3",24.725,"51059422101"
"I.2","hh3",0.881,"51059422101"
"I.3","hh3",50.135,"51059422101"
"I.4","hh3",108.19,"51059422101"
"I.5","hh3",41.997,"51059422101"
"I.6","hh3",85.346,"51059422101"
"I.7","hh3",88.823,"51059422101"
"I.8","hh3",193.106,"51059422101"
"I.9","hh3",83.797,"51059422101"
"I.1","hh4",0.497,"51059422101"
"I.2","hh4",0.696,"51059422101"
"I.3","hh4",2.368,"51059422101"
"I.4","hh4",7.487,"51059422101"
"I.5","hh4",9.009,"51059422101"
"I.6","hh4",22.426,"51059422101"
"I.7","hh4",40.182,"51059422101"
"I.8","hh4",29.025,"51059422101"
"I.9","hh4",52.311,"51059422101"
"I.1","hh5",1.432,"51059422101"
"I.2","hh5",1.111,"51059422101"
"I.3","hh5",30.28,"51059422101"
"I.4","hh5",75.049,"51059422101"
"I.5","hh5",17.397,"51059422101"
"I.6","hh5",52.128,"51059422101"
"I.7","hh5",63.557,"51059422101"
"I.8","hh5",121.855,"51059422101"
"I.9","hh5",47.192,"51059422101"
"I.1","hh1",16.019,"51059422000"
"I.2","hh1",0,"51059422000"
"I.3","hh1",20.247,"51059422000"
"I.4","hh1",4.008,"51059422000"
"I.5","hh1",51.221,"51059422000"
"I.6","hh1",37.407,"51059422000"
"I.7","hh1",51.134,"51059422000"
"I.8","hh1",23.71,"51059422000"
"I.9","hh1",23.254,"51059422000"
"I.1","hh2",21.162,"51059422000"
"I.2","hh2",0,"51059422000"
"I.3","hh2",6.777,"51059422000"
"I.4","hh2",2.395,"51059422000"
"I.5","hh2",35.718,"51059422000"
"I.6","hh2",48.692,"51059422000"
"I.7","hh2",67.521,"51059422000"
"I.8","hh2",64.172,"51059422000"
"I.9","hh2",109.565,"51059422000"
"I.1","hh3",2.91,"51059422000"
"I.2","hh3",0,"51059422000"
"I.3","hh3",4.969,"51059422000"
"I.4","hh3",1.273,"51059422000"
"I.5","hh3",11.397,"51059422000"
"I.6","hh3",16.896,"51059422000"
"I.7","hh3",20.136,"51059422000"
"I.8","hh3",17.912,"51059422000"
"I.9","hh3",48.506,"51059422000"
"I.1","hh4",0.533,"51059422000"
"I.2","hh4",0,"51059422000"
"I.3","hh4",2.374,"51059422000"
"I.4","hh4",1.096,"51059422000"
"I.5","hh4",9.603,"51059422000"
"I.6","hh4",22.293,"51059422000"
"I.7","hh4",35.188,"51059422000"
"I.8","hh4",20.47,"51059422000"
"I.9","hh4",60.443,"51059422000"
"I.1","hh5",0.377,"51059422000"
"I.2","hh5",0,"51059422000"
"I.3","hh5",29.632,"51059422000"
"I.4","hh5",2.228,"51059422000"
"I.5","hh5",34.061,"51059422000"
"I.6","hh5",97.713,"51059422000"
"I.7","hh5",63.021,"51059422000"
"I.8","hh5",59.736,"51059422000"
"I.9","hh5",75.232,"51059422000"
"I.1","hh1",39.404,"51059421900"
"I.2","hh1",0,"51059421900"
"I.3","hh1",19.095,"51059421900"
"I.4","hh1",34.115,"51059421900"
"I.5","hh1",58.64,"51059421900"
"I.6","hh1",31.91,"51059421900"
"I.7","hh1",26.059,"51059421900"
"I.8","hh1",12.861,"51059421900"
"I.9","hh1",0.915,"51059421900"
"I.1","hh2",10.738,"51059421900"
"I.2","hh2",0,"51059421900"
"I.3","hh2",3.482,"51059421900"
"I.4","hh2",11.306,"51059421900"
"I.5","hh2",20.019,"51059421900"
"I.6","hh2",22.403,"51059421900"
"I.7","hh2",24.887,"51059421900"
"I.8","hh2",25.1,"51059421900"
"I.9","hh2",4.064,"51059421900"
"I.1","hh3",4.087,"51059421900"
"I.2","hh3",0,"51059421900"
"I.3","hh3",5.443,"51059421900"
"I.4","hh3",7.25,"51059421900"
"I.5","hh3",14.348,"51059421900"
"I.6","hh3",18.057,"51059421900"
"I.7","hh3",13.954,"51059421900"
"I.8","hh3",12.967,"51059421900"
"I.9","hh3",2.895,"51059421900"
"I.1","hh4",0.49,"51059421900"
"I.2","hh4",0,"51059421900"
"I.3","hh4",3.69,"51059421900"
"I.4","hh4",22.751,"51059421900"
"I.5","hh4",57.92,"51059421900"
"I.6","hh4",69.926,"51059421900"
"I.7","hh4",34.559,"51059421900"
"I.8","hh4",21.324,"51059421900"
"I.9","hh4",3.339,"51059421900"
"I.1","hh5",0.281,"51059421900"
"I.2","hh5",0,"51059421900"
"I.3","hh5",22.29,"51059421900"
"I.4","hh5",48.579,"51059421900"
"I.5","hh5",44.072,"51059421900"
"I.6","hh5",53.704,"51059421900"
"I.7","hh5",20.541,"51059421900"
"I.8","hh5",21.747,"51059421900"
"I.9","hh5",1.786,"51059421900"
"I.1","hh1",76.024,"51059421800"
"I.2","hh1",42.654,"51059421800"
"I.3","hh1",103.898,"51059421800"
"I.4","hh1",96.697,"51059421800"
"I.5","hh1",208.603,"51059421800"
"I.6","hh1",192.422,"51059421800"
"I.7","hh1",131.076,"51059421800"
"I.8","hh1",62.141,"51059421800"
"I.9","hh1",9.486,"51059421800"
"I.1","hh2",25.437,"51059421800"
"I.2","hh2",25.646,"51059421800"
"I.3","hh2",102.349,"51059421800"
"I.4","hh2",32.074,"51059421800"
"I.5","hh2",157.472,"51059421800"
"I.6","hh2",249.037,"51059421800"
"I.7","hh2",178.129,"51059421800"
"I.8","hh2",134.003,"51059421800"
"I.9","hh2",36.852,"51059421800"
"I.1","hh3",21.967,"51059421800"
"I.2","hh3",26.926,"51059421800"
"I.3","hh3",27.39,"51059421800"
"I.4","hh3",23.573,"51059421800"
"I.5","hh3",53.587,"51059421800"
"I.6","hh3",88.11,"51059421800"
"I.7","hh3",48.598,"51059421800"
"I.8","hh3",55.931,"51059421800"
"I.9","hh3",18.918,"51059421800"
"I.1","hh4",0.613,"51059421800"
"I.2","hh4",10.291,"51059421800"
"I.3","hh4",7.788,"51059421800"
"I.4","hh4",19.827,"51059421800"
"I.5","hh4",43.379,"51059421800"
"I.6","hh4",40.895,"51059421800"
"I.7","hh4",50.404,"51059421800"
"I.8","hh4",32.34,"51059421800"
"I.9","hh4",18.464,"51059421800"
"I.1","hh5",4.959,"51059421800"
"I.2","hh5",10.483,"51059421800"
"I.3","hh5",27.575,"51059421800"
"I.4","hh5",26.828,"51059421800"
"I.5","hh5",33.96,"51059421800"
"I.6","hh5",56.535,"51059421800"
"I.7","hh5",51.793,"51059421800"
"I.8","hh5",35.585,"51059421800"
"I.9","hh5",10.28,"51059421800"
"I.1","hh1",16.529,"51059421702"
"I.2","hh1",8.072,"51059421702"
"I.3","hh1",8.615,"51059421702"
"I.4","hh1",18.743,"51059421702"
"I.5","hh1",32.343,"51059421702"
"I.6","hh1",45.494,"51059421702"
"I.7","hh1",58.976,"51059421702"
"I.8","hh1",29.42,"51059421702"
"I.9","hh1",11.809,"51059421702"
"I.1","hh2",5.5,"51059421702"
"I.2","hh2",4.669,"51059421702"
"I.3","hh2",5.858,"51059421702"
"I.4","hh2",6.025,"51059421702"
"I.5","hh2",21.826,"51059421702"
"I.6","hh2",61.858,"51059421702"
"I.7","hh2",110.242,"51059421702"
"I.8","hh2",87.569,"51059421702"
"I.9","hh2",54.453,"51059421702"
"I.1","hh3",8.548,"51059421702"
"I.2","hh3",7.105,"51059421702"
"I.3","hh3",2.854,"51059421702"
"I.4","hh3",6.298,"51059421702"
"I.5","hh3",11.831,"51059421702"
"I.6","hh3",63.838,"51059421702"
"I.7","hh3",68.933,"51059421702"
"I.8","hh3",80.099,"51059421702"
"I.9","hh3",33.494,"51059421702"
"I.1","hh4",0.157,"51059421702"
"I.2","hh4",2.232,"51059421702"
"I.3","hh4",0.879,"51059421702"
"I.4","hh4",4.371,"51059421702"
"I.5","hh4",8.122,"51059421702"
"I.6","hh4",11.729,"51059421702"
"I.7","hh4",23.578,"51059421702"
"I.8","hh4",15.78,"51059421702"
"I.9","hh4",22.153,"51059421702"
"I.1","hh5",2.266,"51059421702"
"I.2","hh5",2.922,"51059421702"
"I.3","hh5",2.795,"51059421702"
"I.4","hh5",7.563,"51059421702"
"I.5","hh5",7.878,"51059421702"
"I.6","hh5",79.081,"51059421702"
"I.7","hh5",149.271,"51059421702"
"I.8","hh5",97.132,"51059421702"
"I.9","hh5",20.091,"51059421702"
"I.1","hh1",20.542,"51059421701"
"I.2","hh1",22.472,"51059421701"
"I.3","hh1",49.968,"51059421701"
"I.4","hh1",103.909,"51059421701"
"I.5","hh1",93.745,"51059421701"
"I.6","hh1",73.993,"51059421701"
"I.7","hh1",87.498,"51059421701"
"I.8","hh1",8.205,"51059421701"
"I.9","hh1",13.667,"51059421701"
"I.1","hh2",4.485,"51059421701"
"I.2","hh2",9.33,"51059421701"
"I.3","hh2",23.327,"51059421701"
"I.4","hh2",21.743,"51059421701"
"I.5","hh2",44.022,"51059421701"
"I.6","hh2",49.247,"51059421701"
"I.7","hh2",81.214,"51059421701"
"I.8","hh2",13.858,"51059421701"
"I.9","hh2",48.774,"51059421701"
"I.1","hh3",7.107,"51059421701"
"I.2","hh3",19.519,"51059421701"
"I.3","hh3",25.513,"51059421701"
"I.4","hh3",57.634,"51059421701"
"I.5","hh3",34.449,"51059421701"
"I.6","hh3",52.36,"51059421701"
"I.7","hh3",48.9,"51059421701"
"I.8","hh3",7.666,"51059421701"
"I.9","hh3",30.852,"51059421701"
"I.1","hh4",0.28,"51059421701"
"I.2","hh4",9.706,"51059421701"
"I.3","hh4",11.71,"51059421701"
"I.4","hh4",64.936,"51059421701"
"I.5","hh4",38.88,"51059421701"
"I.6","hh4",37.864,"51059421701"
"I.7","hh4",65.549,"51059421701"
"I.8","hh4",5.543,"51059421701"
"I.9","hh4",31.532,"51059421701"
"I.1","hh5",1.586,"51059421701"
"I.2","hh5",7.974,"51059421701"
"I.3","hh5",30.482,"51059421701"
"I.4","hh5",90.779,"51059421701"
"I.5","hh5",22.904,"51059421701"
"I.6","hh5",35.535,"51059421701"
"I.7","hh5",56.838,"51059421701"
"I.8","hh5",4.728,"51059421701"
"I.9","hh5",17.174,"51059421701"
"I.1","hh1",43.054,"51059421600"
"I.2","hh1",29.875,"51059421600"
"I.3","hh1",43.037,"51059421600"
"I.4","hh1",77.479,"51059421600"
"I.5","hh1",87.68,"51059421600"
"I.6","hh1",61.589,"51059421600"
"I.7","hh1",70.909,"51059421600"
"I.8","hh1",31.702,"51059421600"
"I.9","hh1",8.675,"51059421600"
"I.1","hh2",15.154,"51059421600"
"I.2","hh2",20.129,"51059421600"
"I.3","hh2",37.359,"51059421600"
"I.4","hh2",30.23,"51059421600"
"I.5","hh2",61.932,"51059421600"
"I.6","hh2",64.138,"51059421600"
"I.7","hh2",98.02,"51059421600"
"I.8","hh2",68.413,"51059421600"
"I.9","hh2",34.625,"51059421600"
"I.1","hh3",28.505,"51059421600"
"I.2","hh3",40.089,"51059421600"
"I.3","hh3",27.417,"51059421600"
"I.4","hh3",44.769,"51059421600"
"I.5","hh3",37.662,"51059421600"
"I.6","hh3",48.23,"51059421600"
"I.7","hh3",42.422,"51059421600"
"I.8","hh3",42.672,"51059421600"
"I.9","hh3",19.234,"51059421600"
"I.1","hh4",2.407,"51059421600"
"I.2","hh4",38.478,"51059421600"
"I.3","hh4",34.408,"51059421600"
"I.4","hh4",116.956,"51059421600"
"I.5","hh4",60.096,"51059421600"
"I.6","hh4",51.13,"51059421600"
"I.7","hh4",76.473,"51059421600"
"I.8","hh4",39.498,"51059421600"
"I.9","hh4",20.554,"51059421600"
"I.1","hh5",14.88,"51059421600"
"I.2","hh5",30.429,"51059421600"
"I.3","hh5",76.78,"51059421600"
"I.4","hh5",127.566,"51059421600"
"I.5","hh5",32.63,"51059421600"
"I.6","hh5",42.912,"51059421600"
"I.7","hh5",60.176,"51059421600"
"I.8","hh5",33.715,"51059421600"
"I.9","hh5",10.912,"51059421600"
"I.1","hh1",65.782,"51059421500"
"I.2","hh1",31.498,"51059421500"
"I.3","hh1",55.231,"51059421500"
"I.4","hh1",103.064,"51059421500"
"I.5","hh1",118.906,"51059421500"
"I.6","hh1",63.143,"51059421500"
"I.7","hh1",70.478,"51059421500"
"I.8","hh1",20.866,"51059421500"
"I.9","hh1",8.032,"51059421500"
"I.1","hh2",32.703,"51059421500"
"I.2","hh2",22.407,"51059421500"
"I.3","hh2",59.113,"51059421500"
"I.4","hh2",50.553,"51059421500"
"I.5","hh2",97.431,"51059421500"
"I.6","hh2",67.929,"51059421500"
"I.7","hh2",98.837,"51059421500"
"I.8","hh2",41.965,"51059421500"
"I.9","hh2",32.062,"51059421500"
"I.1","hh3",54.082,"51059421500"
"I.2","hh3",33.672,"51059421500"
"I.3","hh3",33.179,"51059421500"
"I.4","hh3",58.935,"51059421500"
"I.5","hh3",51.504,"51059421500"
"I.6","hh3",41.53,"51059421500"
"I.7","hh3",35.93,"51059421500"
"I.8","hh3",21.999,"51059421500"
"I.9","hh3",17.169,"51059421500"
"I.1","hh4",49.552,"51059421500"
"I.2","hh4",25.854,"51059421500"
"I.3","hh4",47.267,"51059421500"
"I.4","hh4",201.294,"51059421500"
"I.5","hh4",90.804,"51059421500"
"I.6","hh4",39.261,"51059421500"
"I.7","hh4",59.179,"51059421500"
"I.8","hh4",17.614,"51059421500"
"I.9","hh4",18.175,"51059421500"
"I.1","hh5",51.881,"51059421500"
"I.2","hh5",17.569,"51059421500"
"I.3","hh5",67.21,"51059421500"
"I.4","hh5",144.155,"51059421500"
"I.5","hh5",43.355,"51059421500"
"I.6","hh5",30.136,"51059421500"
"I.7","hh5",43.575,"51059421500"
"I.8","hh5",14.557,"51059421500"
"I.9","hh5",9.562,"51059421500"
"I.1","hh1",54.091,"51059421400"
"I.2","hh1",40.42,"51059421400"
"I.3","hh1",58.351,"51059421400"
"I.4","hh1",65.401,"51059421400"
"I.5","hh1",138.21,"51059421400"
"I.6","hh1",83.801,"51059421400"
"I.7","hh1",122.565,"51059421400"
"I.8","hh1",11.304,"51059421400"
"I.9","hh1",11.856,"51059421400"
"I.1","hh2",25.935,"51059421400"
"I.2","hh2",38.476,"51059421400"
"I.3","hh2",78.114,"51059421400"
"I.4","hh2",26.169,"51059421400"
"I.5","hh2",138.925,"51059421400"
"I.6","hh2",113.534,"51059421400"
"I.7","hh2",251.826,"51059421400"
"I.8","hh2",21.511,"51059421400"
"I.9","hh2",49.509,"51059421400"
"I.1","hh3",30.833,"51059421400"
"I.2","hh3",51.202,"51059421400"
"I.3","hh3",34.519,"51059421400"
"I.4","hh3",23.784,"51059421400"
"I.5","hh3",64.456,"51059421400"
"I.6","hh3",63.419,"51059421400"
"I.7","hh3",85.79,"51059421400"
"I.8","hh3",10.822,"51059421400"
"I.9","hh3",26.176,"51059421400"
"I.1","hh4",0.868,"51059421400"
"I.2","hh4",19.659,"51059421400"
"I.3","hh4",11.245,"51059421400"
"I.4","hh4",22.253,"51059421400"
"I.5","hh4",58.169,"51059421400"
"I.6","hh4",37.517,"51059421400"
"I.7","hh4",90.798,"51059421400"
"I.8","hh4",7.613,"51059421400"
"I.9","hh4",25.878,"51059421400"
"I.1","hh5",9.273,"51059421400"
"I.2","hh5",27.243,"51059421400"
"I.3","hh5",51.771,"51059421400"
"I.4","hh5",30.394,"51059421400"
"I.5","hh5",51.239,"51059421400"
"I.6","hh5",46.729,"51059421400"
"I.7","hh5",119.021,"51059421400"
"I.8","hh5",6.75,"51059421400"
"I.9","hh5",14.581,"51059421400"
"I.1","hh1",11.84,"51059421300"
"I.2","hh1",10.844,"51059421300"
"I.3","hh1",6.467,"51059421300"
"I.4","hh1",33.207,"51059421300"
"I.5","hh1",56.704,"51059421300"
"I.6","hh1",56.94,"51059421300"
"I.7","hh1",127.524,"51059421300"
"I.8","hh1",48.722,"51059421300"
"I.9","hh1",27.753,"51059421300"
"I.1","hh2",2.834,"51059421300"
"I.2","hh2",5.132,"51059421300"
"I.3","hh2",3.729,"51059421300"
"I.4","hh2",8.83,"51059421300"
"I.5","hh2",30.947,"51059421300"
"I.6","hh2",45.321,"51059421300"
"I.7","hh2",141.672,"51059421300"
"I.8","hh2",86.691,"51059421300"
"I.9","hh2",105.844,"51059421300"
"I.1","hh3",3.518,"51059421300"
"I.2","hh3",7.242,"51059421300"
"I.3","hh3",1.662,"51059421300"
"I.4","hh3",8.824,"51059421300"
"I.5","hh3",15.875,"51059421300"
"I.6","hh3",30.01,"51059421300"
"I.7","hh3",67.148,"51059421300"
"I.8","hh3",55.911,"51059421300"
"I.9","hh3",64.809,"51059421300"
"I.1","hh4",0.129,"51059421300"
"I.2","hh4",3.383,"51059421300"
"I.3","hh4",0.718,"51059421300"
"I.4","hh4",8.839,"51059421300"
"I.5","hh4",16.463,"51059421300"
"I.6","hh4",19.056,"51059421300"
"I.7","hh4",71.812,"51059421300"
"I.8","hh4",34.929,"51059421300"
"I.9","hh4",60.673,"51059421300"
"I.1","hh5",0.679,"51059421300"
"I.2","hh5",2.4,"51059421300"
"I.3","hh5",1.425,"51059421300"
"I.4","hh5",8.3,"51059421300"
"I.5","hh5",8.011,"51059421300"
"I.6","hh5",13.673,"51059421300"
"I.7","hh5",43.844,"51059421300"
"I.8","hh5",24.747,"51059421300"
"I.9","hh5",28.921,"51059421300"
"I.1","hh1",3.007,"51059421200"
"I.2","hh1",1.81,"51059421200"
"I.3","hh1",0,"51059421200"
"I.4","hh1",3.565,"51059421200"
"I.5","hh1",11.112,"51059421200"
"I.6","hh1",5.804,"51059421200"
"I.7","hh1",12.341,"51059421200"
"I.8","hh1",5.878,"51059421200"
"I.9","hh1",5.484,"51059421200"
"I.1","hh2",1.491,"51059421200"
"I.2","hh2",1.45,"51059421200"
"I.3","hh2",0,"51059421200"
"I.4","hh2",1.406,"51059421200"
"I.5","hh2",17.289,"51059421200"
"I.6","hh2",9.182,"51059421200"
"I.7","hh2",78.617,"51059421200"
"I.8","hh2",48.133,"51059421200"
"I.9","hh2",103.432,"51059421200"
"I.1","hh3",1.831,"51059421200"
"I.2","hh3",1.938,"51059421200"
"I.3","hh3",0,"51059421200"
"I.4","hh3",1.33,"51059421200"
"I.5","hh3",9.283,"51059421200"
"I.6","hh3",5.493,"51059421200"
"I.7","hh3",43.139,"51059421200"
"I.8","hh3",34.262,"51059421200"
"I.9","hh3",80.724,"51059421200"
"I.1","hh4",0.14,"51059421200"
"I.2","hh4",1.013,"51059421200"
"I.3","hh4",0,"51059421200"
"I.4","hh4",1.362,"51059421200"
"I.5","hh4",9.021,"51059421200"
"I.6","hh4",3.681,"51059421200"
"I.7","hh4",37.978,"51059421200"
"I.8","hh4",18.566,"51059421200"
"I.9","hh4",60.24,"51059421200"
"I.1","hh5",0.53,"51059421200"
"I.2","hh5",0.79,"51059421200"
"I.3","hh5",0,"51059421200"
"I.4","hh5",1.337,"51059421200"
"I.5","hh5",4.295,"51059421200"
"I.6","hh5",2.842,"51059421200"
"I.7","hh5",20.924,"51059421200"
"I.8","hh5",12.161,"51059421200"
"I.9","hh5",24.12,"51059421200"
"I.1","hh1",10.711,"51059421103"
"I.2","hh1",8.379,"51059421103"
"I.3","hh1",20.635,"51059421103"
"I.4","hh1",11.987,"51059421103"
"I.5","hh1",71.817,"51059421103"
"I.6","hh1",109.042,"51059421103"
"I.7","hh1",131.397,"51059421103"
"I.8","hh1",63.941,"51059421103"
"I.9","hh1",48.09,"51059421103"
"I.1","hh2",0.972,"51059421103"
"I.2","hh2",1.466,"51059421103"
"I.3","hh2",15.723,"51059421103"
"I.4","hh2",6.137,"51059421103"
"I.5","hh2",42.096,"51059421103"
"I.6","hh2",90.6,"51059421103"
"I.7","hh2",106.605,"51059421103"
"I.8","hh2",104.101,"51059421103"
"I.9","hh2",207.3,"51059421103"
"I.1","hh3",4.917,"51059421103"
"I.2","hh3",2.347,"51059421103"
"I.3","hh3",2.444,"51059421103"
"I.4","hh3",2.519,"51059421103"
"I.5","hh3",24.217,"51059421103"
"I.6","hh3",36.857,"51059421103"
"I.7","hh3",64.795,"51059421103"
"I.8","hh3",62.252,"51059421103"
"I.9","hh3",124.652,"51059421103"
"I.1","hh4",0.4,"51059421103"
"I.2","hh4",1.752,"51059421103"
"I.3","hh4",2.576,"51059421103"
"I.4","hh4",2.261,"51059421103"
"I.5","hh4",14.91,"51059421103"
"I.6","hh4",26.462,"51059421103"
"I.7","hh4",60.155,"51059421103"
"I.8","hh4",65.255,"51059421103"
"I.9","hh4",121.231,"51059421103"
"I.1","hh5",0,"51059421103"
"I.2","hh5",1.056,"51059421103"
"I.3","hh5",1.621,"51059421103"
"I.4","hh5",2.096,"51059421103"
"I.5","hh5",39.96,"51059421103"
"I.6","hh5",60.041,"51059421103"
"I.7","hh5",82.048,"51059421103"
"I.8","hh5",66.451,"51059421103"
"I.9","hh5",154.727,"51059421103"
"I.1","hh1",29.641,"51059421102"
"I.2","hh1",32.834,"51059421102"
"I.3","hh1",66.583,"51059421102"
"I.4","hh1",27.934,"51059421102"
"I.5","hh1",48.092,"51059421102"
"I.6","hh1",43.95,"51059421102"
"I.7","hh1",73.493,"51059421102"
"I.8","hh1",60.528,"51059421102"
"I.9","hh1",33.944,"51059421102"
"I.1","hh2",2.546,"51059421102"
"I.2","hh2",5.396,"51059421102"
"I.3","hh2",47.012,"51059421102"
"I.4","hh2",14,"51059421102"
"I.5","hh2",27.976,"51059421102"
"I.6","hh2",36.611,"51059421102"
"I.7","hh2",59.252,"51059421102"
"I.8","hh2",96.204,"51059421102"
"I.9","hh2",144.004,"51059421102"
"I.1","hh3",22.044,"51059421102"
"I.2","hh3",14.262,"51059421102"
"I.3","hh3",15.426,"51059421102"
"I.4","hh3",6.895,"51059421102"
"I.5","hh3",18.225,"51059421102"
"I.6","hh3",15.979,"51059421102"
"I.7","hh3",40.178,"51059421102"
"I.8","hh3",73.959,"51059421102"
"I.9","hh3",107.031,"51059421102"
"I.1","hh4",0.768,"51059421102"
"I.2","hh4",5.171,"51059421102"
"I.3","hh4",5.738,"51059421102"
"I.4","hh4",4.613,"51059421102"
"I.5","hh4",8.51,"51059421102"
"I.6","hh4",8.946,"51059421102"
