"","puma","serialno","hh_comb","index","hh_size_recode","hh_income_cat","hh_income"
"2313","59301","2021HU0100993","4:211000",44,4,"$200,000 or more",341000
"2314","59301","2021HU0104253","5:410000",45,5,"$200,000 or more",336000
"2315","59301","2021HU0104393","1:100000",6,1,"$15,000 to $24,999",15800
"2316","59301","2021HU0109290","1:100000",16,1,"$35,000 to $49,999",37000
"2317","59301","2021HU0112663","2:200000",32,2,"$100,000 to $149,999",122000
"2318","59301","2021HU0123611","2:200000",37,2,"$150,000 to $199,999",157000
"2319","59301","2021HU0126241","1:100000",6,1,"$15,000 to $24,999",17800
"2320","59301","2021HU0126377","1:100000",36,1,"$150,000 to $199,999",184000
"2321","59301","2021HU0127108","3:300000",38,3,"$150,000 to $199,999",160200
"2322","59301","2021HU0132707","3:201000",43,3,"$200,000 or more",429950
"2323","59301","2021HU0133925","2:200000",42,2,"$200,000 or more",320000
"2324","59301","2021HU0137783","5:201110",25,5,"$50,000 to $74,999",67000
"2325","59301","2021HU0143506","4:310000",39,4,"$150,000 to $199,999",161000
"2326","59301","2021HU0146925","3:200010",43,3,"$200,000 or more",291000
"2327","59301","2021HU0149064","1:100000",41,1,"$200,000 or more",220100
"2328","59301","2021HU0150425","2:200000",7,2,"$15,000 to $24,999",22000
"2329","59301","2021HU0151610","3:300000",33,3,"$100,000 to $149,999",140000
"2330","59301","2021HU0152156","1:100000",11,1,"$25,000 to $34,999",27000
"2331","59301","2021HU0153384","1:100000",26,1,"$75,000 to $99,999",84000
"2332","59301","2021HU0157905","4:310000",19,4,"$35,000 to $49,999",46110
"2333","59301","2021HU0162655","1:100000",21,1,"$50,000 to $74,999",65000
"2334","59301","2021HU0164569","8:500120",45,5,"$200,000 or more",259700
"2335","59301","2021HU0166495","1:100000",11,1,"$25,000 to $34,999",25200
"2336","59301","2021HU0168191","4:220000",19,4,"$35,000 to $49,999",40300
"2337","59301","2021HU0172077","2:200000",42,2,"$200,000 or more",214000
"2338","59301","2021HU0173267","1:100000",21,1,"$50,000 to $74,999",69000
"2339","59301","2021HU0180525","5:320000",35,5,"$100,000 to $149,999",104000
"2340","59301","2021HU0181971","4:400000",39,4,"$150,000 to $199,999",182800
"2341","59301","2021HU0182616","1:100000",31,1,"$100,000 to $149,999",125800
"2342","59301","2021HU0186998","4:201010",44,4,"$200,000 or more",262000
"2343","59301","2021HU0191038","3:300000",23,3,"$50,000 to $74,999",71900
"2344","59301","2021HU0192203","4:400000",39,4,"$150,000 to $199,999",194800
"2345","59301","2021HU0195170","1:100000",21,1,"$50,000 to $74,999",70000
"2346","59301","2021HU0198097","2:100100",2,2,"Less than $15,000",5100
"2347","59301","2021HU0201310","3:210000",18,3,"$35,000 to $49,999",35000
"2348","59301","2021HU0204615","2:200000",17,2,"$35,000 to $49,999",38200
"2349","59301","2021HU0206323","2:200000",37,2,"$150,000 to $199,999",177650
"2350","59301","2021HU0206375","5:311000",35,5,"$100,000 to $149,999",110400
"2351","59301","2021HU0207099","2:200000",32,2,"$100,000 to $149,999",139000
"2352","59301","2021HU0214361","4:310000",34,4,"$100,000 to $149,999",103000
"2353","59301","2021HU0219001","4:102100",39,4,"$150,000 to $199,999",154000
"2354","59301","2021HU0220326","3:300000",43,3,"$200,000 or more",224000
"2355","59301","2021HU0223297","2:200000",27,2,"$75,000 to $99,999",98600
"2356","59301","2021HU0223561","3:200010",43,3,"$200,000 or more",270000
"2357","59301","2021HU0224392","3:111000",38,3,"$150,000 to $199,999",180000
"2358","59301","2021HU0225221","4:202000",44,4,"$200,000 or more",210000
"2359","59301","2021HU0227358","9:540000",35,5,"$100,000 to $149,999",125900
"2360","59301","2021HU0232053","2:200000",27,2,"$75,000 to $99,999",76390
"2361","59301","2021HU0234663","3:300000",43,3,"$200,000 or more",249000
"2362","59301","2021HU0244128","1:100000",11,1,"$25,000 to $34,999",29400
"2363","59301","2021HU0246992","4:211000",29,4,"$75,000 to $99,999",90200
"2364","59301","2021HU0247000","5:203000",35,5,"$100,000 to $149,999",135760
"2365","59301","2021HU0247571","1:100000",11,1,"$25,000 to $34,999",25000
"2366","59301","2021HU0249433","2:200000",42,2,"$200,000 or more",260000
"2367","59301","2021HU0249501","4:211000",19,4,"$35,000 to $49,999",39700
"2368","59301","2021HU0251870","3:300000",43,3,"$200,000 or more",235700
"2369","59301","2021HU0255342","1:100000",26,1,"$75,000 to $99,999",80000
"2370","59301","2021HU0257369","6:420000",35,5,"$100,000 to $149,999",145000
"2371","59301","2021HU0257582","2:200000",12,2,"$25,000 to $34,999",31200
"2372","59301","2021HU0258682","1:100000",6,1,"$15,000 to $24,999",22000
"2373","59301","2021HU0261069","1:100000",21,1,"$50,000 to $74,999",50000
"2374","59301","2021HU0261494","2:200000",32,2,"$100,000 to $149,999",121000
"2375","59301","2021HU0262781","1:100000",26,1,"$75,000 to $99,999",88000
"2376","59301","2021HU0264415","3:300000",43,3,"$200,000 or more",236000
"2377","59301","2021HU0265052","2:200000",42,2,"$200,000 or more",270000
"2378","59301","2021HU0267106","1:100000",21,1,"$50,000 to $74,999",52000
"2379","59301","2021HU0267820","2:200000",42,2,"$200,000 or more",209400
"2380","59301","2021HU0269151","1:100000",6,1,"$15,000 to $24,999",21200
"2381","59301","2021HU0270427","1:100000",41,1,"$200,000 or more",326800
"2382","59301","2021HU0270459","2:200000",12,2,"$25,000 to $34,999",30700
"2383","59301","2021HU0276352","1:100000",1,1,"Less than $15,000",10500
"2384","59301","2021HU0285236","1:100000",26,1,"$75,000 to $99,999",90000
"2385","59301","2021HU0285459","3:210000",8,3,"$15,000 to $24,999",16000
"2386","59301","2021HU0286482","1:100000",31,1,"$100,000 to $149,999",104000
"2387","59301","2021HU0290530","2:200000",32,2,"$100,000 to $149,999",145100
"2388","59301","2021HU0294161","2:200000",37,2,"$150,000 to $199,999",190000
"2389","59301","2021HU0296079","3:200001",3,3,"Less than $15,000",6800
"2390","59301","2021HU0297478","10:811000",45,5,"$200,000 or more",257900
"2391","59301","2021HU0299371","1:100000",31,1,"$100,000 to $149,999",102000
"2392","59301","2021HU0300180","1:100000",31,1,"$100,000 to $149,999",104700
"2393","59301","2021HU0301147","2:200000",17,2,"$35,000 to $49,999",37300
"2394","59301","2021HU0302178","2:200000",17,2,"$35,000 to $49,999",38000
"2395","59301","2021HU0303511","4:310000",34,4,"$100,000 to $149,999",134100
"2396","59301","2021HU0304057","1:100000",31,1,"$100,000 to $149,999",110000
"2397","59301","2021HU0307792","3:200100",43,3,"$200,000 or more",227000
"2398","59301","2021HU0308212","4:220000",19,4,"$35,000 to $49,999",48800
"2399","59301","2021HU0309957","2:200000",42,2,"$200,000 or more",231000
"2400","59301","2021HU0313376","3:201000",33,3,"$100,000 to $149,999",125000
"2401","59301","2021HU0315420","1:100000",26,1,"$75,000 to $99,999",80000
"2402","59301","2021HU0317473","1:100000",36,1,"$150,000 to $199,999",167100
"2403","59301","2021HU0319184","4:200110",39,4,"$150,000 to $199,999",194000
"2404","59301","2021HU0320100","6:321000",40,5,"$150,000 to $199,999",153000
"2405","59301","2021HU0340547","1:100000",41,1,"$200,000 or more",318000
"2406","59301","2021HU0340951","3:200010",43,3,"$200,000 or more",2e+05
"2407","59301","2021HU0344382","3:201000",33,3,"$100,000 to $149,999",1e+05
"2408","59301","2021HU0344404","4:400000",44,4,"$200,000 or more",207600
"2409","59301","2021HU0344433","3:300000",33,3,"$100,000 to $149,999",105900
"2410","59301","2021HU0346261","3:300000",18,3,"$35,000 to $49,999",35300
"2411","59301","2021HU0347908","5:311000",40,5,"$150,000 to $199,999",191500
"2412","59301","2021HU0347937","1:100000",NA,1,NA,0
"2413","59301","2021HU0348133","3:200010",43,3,"$200,000 or more",243600
"2414","59301","2021HU0358074","5:200120",30,5,"$75,000 to $99,999",93000
"2415","59301","2021HU0359152","1:100000",21,1,"$50,000 to $74,999",50000
"2416","59301","2021HU0362298","2:200000",37,2,"$150,000 to $199,999",155000
"2417","59301","2021HU0365508","3:300000",28,3,"$75,000 to $99,999",97000
"2418","59301","2021HU0366089","2:200000",42,2,"$200,000 or more",216600
"2419","59301","2021HU0371999","7:700000",45,5,"$200,000 or more",5e+05
"2420","59301","2021HU0373515","5:500000",25,5,"$50,000 to $74,999",50600
"2421","59301","2021HU0375049","4:310000",44,4,"$200,000 or more",262000
"2422","59301","2021HU0388358","2:200000",37,2,"$150,000 to $199,999",150000
"2423","59301","2021HU0392659","2:200000",42,2,"$200,000 or more",320000
"2424","59301","2021HU0394311","2:200000",22,2,"$50,000 to $74,999",53000
"2425","59301","2021HU0396393","5:410000",45,5,"$200,000 or more",237500
"2426","59301","2021HU0397256","3:300000",33,3,"$100,000 to $149,999",109200
"2427","59301","2021HU0403224","1:100000",21,1,"$50,000 to $74,999",70000
"2428","59301","2021HU0403254","1:100000",1,1,"Less than $15,000",5880
"2429","59301","2021HU0405371","4:400000",34,4,"$100,000 to $149,999",143600
"2430","59301","2021HU0410367","1:100000",31,1,"$100,000 to $149,999",120000
"2431","59301","2021HU0423242","4:310000",29,4,"$75,000 to $99,999",87800
"2432","59301","2021HU0426778","3:200010",38,3,"$150,000 to $199,999",160000
"2433","59301","2021HU0426854","5:230000",20,5,"$35,000 to $49,999",37000
"2434","59301","2021HU0432441","2:200000",7,2,"$15,000 to $24,999",24000
"2435","59301","2021HU0435886","1:100000",1,1,"Less than $15,000",9500
"2436","59301","2021HU0440004","3:300000",43,3,"$200,000 or more",290000
"2437","59301","2021HU0440948","2:200000",22,2,"$50,000 to $74,999",59400
"2438","59301","2021HU0440964","1:100000",21,1,"$50,000 to $74,999",64700
"2439","59301","2021HU0441937","4:310000",29,4,"$75,000 to $99,999",85000
"2440","59301","2021HU0446878","1:100000",6,1,"$15,000 to $24,999",23030
"2441","59301","2021HU0448317","2:100100",7,2,"$15,000 to $24,999",16900
"2442","59301","2021HU0449003","2:200000",22,2,"$50,000 to $74,999",61800
"2443","59301","2021HU0449214","6:212001",5,5,"Less than $15,000",12000
"2444","59301","2021HU0451703","5:302000",40,5,"$150,000 to $199,999",161000
"2445","59301","2021HU0452672","2:200000",42,2,"$200,000 or more",247500
"2446","59301","2021HU0453495","2:200000",42,2,"$200,000 or more",670600
"2447","59301","2021HU0455933","2:200000",42,2,"$200,000 or more",452200
"2448","59301","2021HU0456065","2:200000",37,2,"$150,000 to $199,999",185000
"2449","59301","2021HU0457141","1:100000",31,1,"$100,000 to $149,999",130000
"2450","59301","2021HU0460499","1:100000",11,1,"$25,000 to $34,999",31700
"2451","59301","2021HU0462641","6:600000",35,5,"$100,000 to $149,999",103700
"2452","59301","2021HU0463457","2:200000",42,2,"$200,000 or more",772500
"2453","59301","2021HU0467096","2:200000",42,2,"$200,000 or more",215000
"2454","59301","2021HU0473445","1:100000",21,1,"$50,000 to $74,999",63000
"2455","59301","2021HU0483793","1:100000",16,1,"$35,000 to $49,999",47000
"2456","59301","2021HU0489085","4:202000",44,4,"$200,000 or more",240200
"2457","59301","2021HU0489499","2:200000",37,2,"$150,000 to $199,999",164800
"2458","59301","2021HU0503736","1:100000",36,1,"$150,000 to $199,999",189200
"2459","59301","2021HU0504536","3:300000",28,3,"$75,000 to $99,999",96000
"2460","59301","2021HU0506316","1:100000",21,1,"$50,000 to $74,999",60000
"2461","59301","2021HU0512279","1:100000",21,1,"$50,000 to $74,999",59000
"2462","59301","2021HU0512602","2:200000",32,2,"$100,000 to $149,999",1e+05
"2463","59301","2021HU0513169","4:400000",34,4,"$100,000 to $149,999",113600
"2464","59301","2021HU0515859","3:210000",3,3,"Less than $15,000",530
"2465","59301","2021HU0516419","1:100000",21,1,"$50,000 to $74,999",66800
"2466","59301","2021HU0517179","2:200000",32,2,"$100,000 to $149,999",111000
"2467","59301","2021HU0518381","3:300000",33,3,"$100,000 to $149,999",132000
"2468","59301","2021HU0521830","2:200000",32,2,"$100,000 to $149,999",1e+05
"2469","59301","2021HU0525004","3:201000",33,3,"$100,000 to $149,999",117400
"2470","59301","2021HU0525686","3:210000",18,3,"$35,000 to $49,999",40650
"2471","59301","2021HU0526903","3:200001",23,3,"$50,000 to $74,999",53000
"2472","59301","2021HU0528304","1:100000",1,1,"Less than $15,000",11500
"2473","59301","2021HU0529261","5:221000",40,5,"$150,000 to $199,999",162000
"2474","59301","2021HU0529315","4:301000",34,4,"$100,000 to $149,999",109730
"2475","59301","2021HU0529745","2:200000",42,2,"$200,000 or more",268000
"2476","59301","2021HU0529968","1:100000",36,1,"$150,000 to $199,999",162400
"2477","59301","2021HU0532347","2:200000",42,2,"$200,000 or more",295500
"2478","59301","2021HU0532452","2:200000",32,2,"$100,000 to $149,999",119500
"2479","59301","2021HU0532459","2:200000",7,2,"$15,000 to $24,999",16600
"2480","59301","2021HU0533558","2:200000",12,2,"$25,000 to $34,999",29800
"2481","59301","2021HU0537501","4:202000",9,4,"$15,000 to $24,999",24000
"2482","59301","2021HU0538775","4:200110",39,4,"$150,000 to $199,999",150000
"2483","59301","2021HU0538777","1:100000",16,1,"$35,000 to $49,999",48000
"2484","59301","2021HU0538938","4:202000",44,4,"$200,000 or more",228000
"2485","59301","2021HU0540197","1:100000",21,1,"$50,000 to $74,999",73000
"2486","59301","2021HU0540888","1:100000",36,1,"$150,000 to $199,999",165600
"2487","59301","2021HU0548982","2:200000",7,2,"$15,000 to $24,999",20000
"2488","59301","2021HU0554906","5:410000",35,5,"$100,000 to $149,999",140600
"2489","59301","2021HU0555511","2:110000",7,2,"$15,000 to $24,999",15010
"2490","59301","2021HU0556489","2:200000",42,2,"$200,000 or more",265000
"2491","59301","2021HU0562913","1:100000",21,1,"$50,000 to $74,999",61000
"2492","59301","2021HU0570482","2:200000",22,2,"$50,000 to $74,999",60000
"2493","59301","2021HU0573709","3:300000",33,3,"$100,000 to $149,999",118130
"2494","59301","2021HU0579029","2:200000",42,2,"$200,000 or more",420000
"2495","59301","2021HU0579563","1:100000",31,1,"$100,000 to $149,999",117000
"2496","59301","2021HU0581281","1:100000",21,1,"$50,000 to $74,999",70000
"2497","59301","2021HU0581396","3:200010",43,3,"$200,000 or more",270000
"2498","59301","2021HU0586788","3:300000",38,3,"$150,000 to $199,999",194900
"2499","59301","2021HU0590683","6:201120",35,5,"$100,000 to $149,999",141800
"2500","59301","2021HU0594037","2:200000",27,2,"$75,000 to $99,999",95000
"2501","59301","2021HU0595734","1:100000",16,1,"$35,000 to $49,999",47800
"2502","59301","2021HU0603435","4:310000",19,4,"$35,000 to $49,999",46800
"2503","59301","2021HU0610632","2:200000",32,2,"$100,000 to $149,999",116000
"2504","59301","2021HU0621832","4:200110",44,4,"$200,000 or more",245500
"2505","59301","2021HU0622903","2:200000",42,2,"$200,000 or more",225000
"2506","59301","2021HU0631067","4:200110",24,4,"$50,000 to $74,999",50000
"2507","59301","2021HU0631190","1:100000",26,1,"$75,000 to $99,999",89700
"2508","59301","2021HU0631667","3:210000",33,3,"$100,000 to $149,999",146000
"2509","59301","2021HU0635867","4:300010",44,4,"$200,000 or more",379500
"2510","59301","2021HU0637717","3:300000",43,3,"$200,000 or more",268000
"2511","59301","2021HU0639511","3:300000",43,3,"$200,000 or more",351700
"2512","59301","2021HU0640378","2:200000",17,2,"$35,000 to $49,999",36500
"2513","59301","2021HU0642658","4:202000",39,4,"$150,000 to $199,999",177000
"2514","59301","2021HU0643430","1:100000",16,1,"$35,000 to $49,999",45000
"2515","59301","2021HU0644226","1:100000",1,1,"Less than $15,000",14000
"2516","59301","2021HU0646388","4:200110",44,4,"$200,000 or more",250000
"2517","59301","2021HU0646645","4:200110",29,4,"$75,000 to $99,999",90000
"2518","59301","2021HU0651228","3:120000",8,3,"$15,000 to $24,999",24960
"2519","59301","2021HU0653942","1:100000",1,1,"Less than $15,000",9500
"2520","59301","2021HU0654100","4:211000",19,4,"$35,000 to $49,999",35000
"2521","59301","2021HU0658496","3:300000",33,3,"$100,000 to $149,999",115200
"2522","59301","2021HU0660026","3:300000",8,3,"$15,000 to $24,999",21000
"2523","59301","2021HU0660884","1:100000",11,1,"$25,000 to $34,999",33500
"2524","59301","2021HU0663849","4:201010",34,4,"$100,000 to $149,999",1e+05
"2525","59301","2021HU0664413","1:100000",21,1,"$50,000 to $74,999",64000
"2526","59301","2021HU0668180","2:200000",32,2,"$100,000 to $149,999",117000
"2527","59301","2021HU0669369","3:210000",33,3,"$100,000 to $149,999",111180
"2528","59301","2021HU0670823","1:100000",36,1,"$150,000 to $199,999",175000
"2529","59301","2021HU0670979","2:200000",37,2,"$150,000 to $199,999",152000
"2530","59301","2021HU0672021","2:200000",22,2,"$50,000 to $74,999",70010
"2531","59301","2021HU0681554","2:200000",42,2,"$200,000 or more",215000
"2532","59301","2021HU0681614","1:100000",11,1,"$25,000 to $34,999",27000
"2533","59301","2021HU0681957","1:100000",41,1,"$200,000 or more",248000
"2534","59301","2021HU0683528","4:220000",44,4,"$200,000 or more",211000
"2535","59301","2021HU0685754","2:200000",32,2,"$100,000 to $149,999",124100
"2536","59301","2021HU0685935","4:220000",44,4,"$200,000 or more",358000
"2537","59301","2021HU0685982","2:200000",42,2,"$200,000 or more",2e+05
"2538","59301","2021HU0686749","5:212000",30,5,"$75,000 to $99,999",97000
"2539","59301","2021HU0686785","4:200020",44,4,"$200,000 or more",235000
"2540","59301","2021HU0687422","4:400000",44,4,"$200,000 or more",203000
"2541","59301","2021HU0692554","2:200000",27,2,"$75,000 to $99,999",93000
"2542","59301","2021HU0696586","2:200000",27,2,"$75,000 to $99,999",94000
"2543","59301","2021HU0699640","3:200010",38,3,"$150,000 to $199,999",173490
"2544","59301","2021HU0702662","4:400000",39,4,"$150,000 to $199,999",157200
"2545","59301","2021HU0702987","1:100000",21,1,"$50,000 to $74,999",70000
"2546","59301","2021HU0703384","1:100000",21,1,"$50,000 to $74,999",72000
"2547","59301","2021HU0703582","4:220000",44,4,"$200,000 or more",590000
"2548","59301","2021HU0706071","2:200000",12,2,"$25,000 to $34,999",32400
"2549","59301","2021HU0709860","5:211010",10,5,"$15,000 to $24,999",21300
"2550","59301","2021HU0710093","7:700000",45,5,"$200,000 or more",496000
"2551","59301","2021HU0713378","3:200001",43,3,"$200,000 or more",310000
"2552","59301","2021HU0713891","2:200000",17,2,"$35,000 to $49,999",43400
"2553","59301","2021HU0713904","1:100000",21,1,"$50,000 to $74,999",52000
"2554","59301","2021HU0717685","2:200000",37,2,"$150,000 to $199,999",193000
"2555","59301","2021HU0718012","3:201000",43,3,"$200,000 or more",250000
"2556","59301","2021HU0720278","1:100000",21,1,"$50,000 to $74,999",72000
"2557","59301","2021HU0727710","3:200001",38,3,"$150,000 to $199,999",184000
"2558","59301","2021HU0728980","1:100000",11,1,"$25,000 to $34,999",25000
"2559","59301","2021HU0729040","1:100000",21,1,"$50,000 to $74,999",69000
"2560","59301","2021HU0737765","5:500000",10,5,"$15,000 to $24,999",20500
"2561","59301","2021HU0740911","5:410000",30,5,"$75,000 to $99,999",85000
"2562","59301","2021HU0744458","2:200000",22,2,"$50,000 to $74,999",53500
"2563","59301","2021HU0745904","1:100000",21,1,"$50,000 to $74,999",55300
"2564","59301","2021HU0746578","4:201010",34,4,"$100,000 to $149,999",137000
"2565","59301","2021HU0747636","4:201100",44,4,"$200,000 or more",295000
"2566","59301","2021HU0748713","4:202000",34,4,"$100,000 to $149,999",147000
"2567","59301","2021HU0754337","4:310000",34,4,"$100,000 to $149,999",110000
"2568","59301","2021HU0754427","2:200000",37,2,"$150,000 to $199,999",163000
"2569","59301","2021HU0759201","1:100000",1,1,"Less than $15,000",6000
"2570","59301","2021HU0759275","3:210000",43,3,"$200,000 or more",247000
"2571","59301","2021HU0768944","2:200000",27,2,"$75,000 to $99,999",85500
"2572","59301","2021HU0769253","2:200000",37,2,"$150,000 to $199,999",185000
