"","puma","serialno","hh_comb","index","hh_size_recode","hh_income_cat","hh_income"
"20676","59308","2018HU0660276","5:500000",40,5,"$150,000 to $199,999",152300
"20677","59308","2018HU0662241","3:200100",28,3,"$75,000 to $99,999",90000
"20678","59308","2018HU0665359","3:300000",43,3,"$200,000 or more",605000
"20679","59308","2018HU0669151","3:300000",43,3,"$200,000 or more",712000
"20680","59308","2018HU0671604","4:201100",39,4,"$150,000 to $199,999",162560
"20681","59308","2018HU0672563","1:100000",41,1,"$200,000 or more",277000
"20682","59308","2018HU0672805","4:310000",44,4,"$200,000 or more",223250
"20683","59308","2018HU0674238","1:100000",41,1,"$200,000 or more",240000
"20684","59308","2018HU0678150","1:100000",36,1,"$150,000 to $199,999",187800
"20685","59308","2018HU0679940","2:200000",42,2,"$200,000 or more",297000
"20686","59308","2018HU0686563","5:200012",45,5,"$200,000 or more",328100
"20687","59308","2018HU0689423","3:300000",38,3,"$150,000 to $199,999",168500
"20688","59308","2018HU0690966","1:100000",21,1,"$50,000 to $74,999",73000
"20689","59308","2018HU0694244","3:210000",43,3,"$200,000 or more",320000
"20690","59308","2018HU0694288","6:222000",40,5,"$150,000 to $199,999",157000
"20691","59308","2018HU0696882","2:200000",27,2,"$75,000 to $99,999",79000
"20692","59308","2018HU0702449","4:400000",44,4,"$200,000 or more",212100
"20693","59308","2018HU0705053","4:202000",44,4,"$200,000 or more",792000
"20694","59308","2018HU0708512","2:100001",37,2,"$150,000 to $199,999",166600
"20695","59308","2018HU0709331","4:202000",44,4,"$200,000 or more",625800
"20696","59308","2018HU0714927","1:100000",1,1,"Less than $15,000",9000
"20697","59308","2018HU0716702","1:100000",26,1,"$75,000 to $99,999",78400
"20698","59308","2018HU0716862","1:100000",21,1,"$50,000 to $74,999",72000
"20699","59308","2018HU0723009","1:100000",21,1,"$50,000 to $74,999",60000
"20700","59308","2018HU0723488","1:100000",41,1,"$200,000 or more",502800
"20701","59308","2018HU0723717","5:221000",45,5,"$200,000 or more",524850
"20702","59308","2018HU0724075","1:100000",26,1,"$75,000 to $99,999",89200
"20703","59308","2018HU0730822","2:200000",42,2,"$200,000 or more",210000
"20704","59308","2018HU0730892","5:311000",45,5,"$200,000 or more",772360
"20705","59308","2018HU0733874","2:200000",17,2,"$35,000 to $49,999",41500
"20706","59308","2018HU0738166","4:202000",39,4,"$150,000 to $199,999",150000
"20707","59308","2018HU0739862","4:202000",44,4,"$200,000 or more",272000
"20708","59308","2018HU0741555","1:100000",26,1,"$75,000 to $99,999",80000
"20709","59308","2018HU0750818","1:100000",36,1,"$150,000 to $199,999",160000
"20710","59308","2018HU0752227","2:200000",42,2,"$200,000 or more",544000
"20711","59308","2018HU0753816","3:300000",38,3,"$150,000 to $199,999",168900
"20712","59308","2018HU0754946","2:200000",42,2,"$200,000 or more",496900
"20713","59308","2018HU0759262","3:200010",43,3,"$200,000 or more",353000
"20714","59308","2018HU0762802","2:200000",42,2,"$200,000 or more",210000
"20715","59308","2018HU0764028","2:200000",42,2,"$200,000 or more",299550
"20716","59308","2018HU0768403","1:100000",1,1,"Less than $15,000",13000
"20717","59308","2018HU0772688","2:200000",42,2,"$200,000 or more",207000
"20718","59308","2018HU0775042","3:300000",38,3,"$150,000 to $199,999",186000
"20719","59308","2018HU0783267","3:300000",38,3,"$150,000 to $199,999",158700
"20720","59308","2018HU0785795","1:100000",6,1,"$15,000 to $24,999",22100
"20721","59308","2018HU0791353","1:100000",21,1,"$50,000 to $74,999",52200
"20722","59308","2018HU0799674","3:300000",43,3,"$200,000 or more",547020
"20723","59308","2018HU0801013","2:200000",37,2,"$150,000 to $199,999",178400
"20724","59308","2018HU0801968","4:201010",39,4,"$150,000 to $199,999",180300
"20725","59308","2018HU0802306","1:100000",16,1,"$35,000 to $49,999",45300
"20726","59308","2018HU0808212","3:111000",33,3,"$100,000 to $149,999",1e+05
"20727","59308","2018HU0808644","2:200000",32,2,"$100,000 to $149,999",118000
"20728","59308","2018HU0811665","4:400000",44,4,"$200,000 or more",593900
"20729","59308","2018HU0812852","1:100000",21,1,"$50,000 to $74,999",57000
"20730","59308","2018HU0813085","2:200000",32,2,"$100,000 to $149,999",121000
"20731","59308","2018HU0813209","2:200000",42,2,"$200,000 or more",238000
"20732","59308","2018HU0815402","2:200000",37,2,"$150,000 to $199,999",175000
"20733","59308","2018HU0817736","2:200000",37,2,"$150,000 to $199,999",167100
"20734","59308","2018HU0821191","3:210000",18,3,"$35,000 to $49,999",40000
"20735","59308","2018HU0822393","1:100000",1,1,"Less than $15,000",8600
"20736","59308","2018HU0826533","4:220000",44,4,"$200,000 or more",431000
"20737","59308","2018HU0827627","1:100000",26,1,"$75,000 to $99,999",98550
"20738","59308","2018HU0828105","2:200000",37,2,"$150,000 to $199,999",154000
"20739","59308","2018HU0835624","4:400000",29,4,"$75,000 to $99,999",87000
"20740","59308","2018HU0842900","5:201020",35,5,"$100,000 to $149,999",120000
"20741","59308","2018HU0846617","1:100000",36,1,"$150,000 to $199,999",152100
"20742","59308","2018HU0847549","1:100000",21,1,"$50,000 to $74,999",70000
"20743","59308","2018HU0850105","1:100000",31,1,"$100,000 to $149,999",110000
"20744","59308","2018HU0854458","4:220000",44,4,"$200,000 or more",392700
"20745","59308","2018HU0854550","3:300000",8,3,"$15,000 to $24,999",23600
"20746","59308","2018HU0858553","1:100000",26,1,"$75,000 to $99,999",95000
"20747","59308","2018HU0860773","6:420000",45,5,"$200,000 or more",247000
"20748","59308","2018HU0869759","2:200000",32,2,"$100,000 to $149,999",110000
"20749","59308","2018HU0873878","3:300000",43,3,"$200,000 or more",230550
"20750","59308","2018HU0883113","1:100000",11,1,"$25,000 to $34,999",29700
"20751","59308","2018HU0883564","3:210000",43,3,"$200,000 or more",219500
"20752","59308","2018HU0883708","3:300000",43,3,"$200,000 or more",373800
"20753","59308","2018HU0888448","2:200000",42,2,"$200,000 or more",206000
"20754","59308","2018HU0888660","3:210000",33,3,"$100,000 to $149,999",113000
"20755","59308","2018HU0889768","6:301110",45,5,"$200,000 or more",395100
"20756","59308","2018HU0890987","1:100000",41,1,"$200,000 or more",390500
"20757","59308","2018HU0895332","1:100000",21,1,"$50,000 to $74,999",73000
"20758","59308","2018HU0896224","4:400000",34,4,"$100,000 to $149,999",135100
"20759","59308","2018HU0898665","2:200000",42,2,"$200,000 or more",235000
"20760","59308","2018HU0901442","5:311000",45,5,"$200,000 or more",472500
"20761","59308","2018HU0902768","2:200000",27,2,"$75,000 to $99,999",99150
"20762","59308","2018HU0909626","3:200010",38,3,"$150,000 to $199,999",192200
"20763","59308","2018HU0917166","3:200001",23,3,"$50,000 to $74,999",70000
"20764","59308","2018HU0919058","1:100000",41,1,"$200,000 or more",500500
"20765","59308","2018HU0922394","2:200000",37,2,"$150,000 to $199,999",169000
"20766","59308","2018HU0922936","2:200000",32,2,"$100,000 to $149,999",145910
"20767","59308","2018HU0923596","2:200000",22,2,"$50,000 to $74,999",50600
"20768","59308","2018HU0924994","3:111000",28,3,"$75,000 to $99,999",79800
"20769","59308","2018HU0926436","3:200100",38,3,"$150,000 to $199,999",150000
"20770","59308","2018HU0927984","1:100000",6,1,"$15,000 to $24,999",23900
"20771","59308","2018HU0928416","2:200000",32,2,"$100,000 to $149,999",140000
"20772","59308","2018HU0929393","2:200000",27,2,"$75,000 to $99,999",82580
"20773","59308","2018HU0930175","1:100000",6,1,"$15,000 to $24,999",24000
"20774","59308","2018HU0932655","5:500000",45,5,"$200,000 or more",470360
"20775","59308","2018HU0933106","2:200000",42,2,"$200,000 or more",656000
"20776","59308","2018HU0936906","4:310000",39,4,"$150,000 to $199,999",157400
"20777","59308","2018HU0941016","3:102000",43,3,"$200,000 or more",263500
"20778","59308","2018HU0949648","3:210000",43,3,"$200,000 or more",273000
"20779","59308","2018HU0950772","4:400000",44,4,"$200,000 or more",215350
"20780","59308","2018HU0961415","2:200000",42,2,"$200,000 or more",251000
"20781","59308","2018HU0971347","3:200010",28,3,"$75,000 to $99,999",80000
"20782","59308","2018HU0972949","1:100000",26,1,"$75,000 to $99,999",79000
"20783","59308","2018HU0976854","2:200000",42,2,"$200,000 or more",252000
"20784","59308","2018HU0977003","3:300000",43,3,"$200,000 or more",343000
"20785","59308","2018HU0979797","2:200000",42,2,"$200,000 or more",591100
"20786","59308","2018HU0980379","3:120000",38,3,"$150,000 to $199,999",160700
"20787","59308","2018HU0988470","5:200210",45,5,"$200,000 or more",302000
"20788","59308","2018HU0989304","6:222000",45,5,"$200,000 or more",5e+05
"20789","59308","2018HU0994419","2:200000",42,2,"$200,000 or more",204060
"20790","59308","2018HU0995296","4:211000",39,4,"$150,000 to $199,999",178000
"20791","59308","2018HU1000087","1:100000",41,1,"$200,000 or more",500050
"20792","59308","2018HU1001131","2:200000",32,2,"$100,000 to $149,999",147000
"20793","59308","2018HU1002169","4:220000",44,4,"$200,000 or more",235750
"20794","59308","2018HU1010533","4:400000",44,4,"$200,000 or more",212700
"20795","59308","2018HU1017918","4:201010",44,4,"$200,000 or more",207000
"20796","59308","2018HU1021347","3:300000",43,3,"$200,000 or more",352400
"20797","59308","2018HU1022572","2:200000",42,2,"$200,000 or more",255500
"20798","59308","2018HU1024064","4:220000",44,4,"$200,000 or more",247000
"20799","59308","2018HU1025137","4:220000",44,4,"$200,000 or more",239300
"20800","59308","2018HU1028857","1:100000",36,1,"$150,000 to $199,999",170000
"20801","59308","2018HU1029310","2:200000",37,2,"$150,000 to $199,999",168100
"20802","59308","2018HU1030570","2:200000",42,2,"$200,000 or more",614500
"20803","59308","2018HU1030966","1:100000",31,1,"$100,000 to $149,999",110900
"20804","59308","2018HU1041652","3:200010",28,3,"$75,000 to $99,999",79500
"20805","59308","2018HU1044792","1:100000",31,1,"$100,000 to $149,999",136500
"20806","59308","2018HU1047239","1:100000",21,1,"$50,000 to $74,999",72300
"20807","59308","2018HU1052296","1:100000",11,1,"$25,000 to $34,999",25000
"20808","59308","2018HU1052843","3:300000",43,3,"$200,000 or more",251000
"20809","59308","2018HU1056121","5:320000",35,5,"$100,000 to $149,999",110500
"20810","59308","2018HU1059892","4:202000",44,4,"$200,000 or more",291100
"20811","59308","2018HU1064175","5:320000",45,5,"$200,000 or more",505230
"20812","59308","2018HU1065161","2:200000",37,2,"$150,000 to $199,999",195000
"20813","59308","2018HU1067973","2:200000",27,2,"$75,000 to $99,999",94600
"20814","59308","2018HU1068243","1:100000",26,1,"$75,000 to $99,999",77000
"20815","59308","2018HU1072460","4:200101",44,4,"$200,000 or more",530000
"20816","59308","2018HU1074874","2:200000",32,2,"$100,000 to $149,999",100600
"20817","59308","2018HU1077554","1:100000",41,1,"$200,000 or more",272000
"20818","59308","2018HU1078030","1:100000",26,1,"$75,000 to $99,999",90000
"20819","59308","2018HU1078680","1:100000",21,1,"$50,000 to $74,999",70000
"20820","59308","2018HU1078961","1:100000",31,1,"$100,000 to $149,999",113600
"20821","59308","2018HU1081302","5:500000",45,5,"$200,000 or more",642000
"20822","59308","2018HU1084091","3:200010",28,3,"$75,000 to $99,999",80000
"20823","59308","2018HU1084285","1:100000",36,1,"$150,000 to $199,999",188500
"20824","59308","2018HU1084374","2:200000",37,2,"$150,000 to $199,999",181000
"20825","59308","2018HU1085389","2:200000",32,2,"$100,000 to $149,999",101400
"20826","59308","2018HU1087879","2:200000",42,2,"$200,000 or more",512500
"20827","59308","2018HU1088405","1:100000",31,1,"$100,000 to $149,999",129000
"20828","59308","2018HU1091557","1:100000",31,1,"$100,000 to $149,999",110000
"20829","59308","2018HU1092369","3:201000",43,3,"$200,000 or more",325000
"20830","59308","2018HU1096543","3:300000",38,3,"$150,000 to $199,999",190000
"20831","59308","2018HU1100141","4:130000",44,4,"$200,000 or more",392000
"20832","59308","2018HU1101536","3:120000",38,3,"$150,000 to $199,999",192000
"20833","59308","2018HU1105060","4:211000",44,4,"$200,000 or more",278000
"20834","59308","2018HU1105878","2:200000",32,2,"$100,000 to $149,999",130400
"20835","59308","2018HU1106292","4:400000",44,4,"$200,000 or more",202950
"20836","59308","2018HU1109300","2:200000",42,2,"$200,000 or more",256000
"20837","59308","2018HU1114545","2:110000",17,2,"$35,000 to $49,999",49900
"20838","59308","2018HU1116462","2:200000",27,2,"$75,000 to $99,999",91000
"20839","59308","2018HU1116509","1:100000",26,1,"$75,000 to $99,999",80000
"20840","59308","2018HU1116869","2:200000",42,2,"$200,000 or more",772000
"20841","59308","2018HU1120275","2:200000",37,2,"$150,000 to $199,999",160000
"20842","59308","2018HU1124421","2:200000",22,2,"$50,000 to $74,999",63000
"20843","59308","2018HU1125256","3:201000",33,3,"$100,000 to $149,999",135000
"20844","59308","2018HU1125913","1:100000",11,1,"$25,000 to $34,999",27600
"20845","59308","2018HU1130670","2:101000",7,2,"$15,000 to $24,999",16000
"20846","59308","2018HU1132501","5:320000",45,5,"$200,000 or more",392100
"20847","59308","2018HU1135677","5:202100",45,5,"$200,000 or more",266400
"20848","59308","2018HU1138495","1:100000",11,1,"$25,000 to $34,999",31950
"20849","59308","2018HU1151190","2:200000",42,2,"$200,000 or more",321000
"20850","59308","2018HU1155475","4:211000",39,4,"$150,000 to $199,999",193000
"20851","59308","2018HU1159420","2:200000",42,2,"$200,000 or more",1100000
"20852","59308","2018HU1166436","1:100000",26,1,"$75,000 to $99,999",96600
"20853","59308","2018HU1173078","1:100000",26,1,"$75,000 to $99,999",90600
"20854","59308","2018HU1174790","2:200000",42,2,"$200,000 or more",4e+05
"20855","59308","2018HU1177563","3:120000",33,3,"$100,000 to $149,999",122000
"20856","59308","2018HU1183108","2:200000",32,2,"$100,000 to $149,999",130000
"20857","59308","2018HU1184212","1:100000",26,1,"$75,000 to $99,999",80750
"20858","59308","2018HU1194742","1:100000",31,1,"$100,000 to $149,999",125000
"20859","59308","2018HU1196701","4:201100",44,4,"$200,000 or more",648000
"20860","59308","2018HU1197970","4:400000",39,4,"$150,000 to $199,999",190500
"20861","59308","2018HU1200788","1:100000",21,1,"$50,000 to $74,999",53600
"20862","59308","2018HU1206260","4:202000",39,4,"$150,000 to $199,999",157200
"20863","59308","2018HU1207288","1:100000",1,1,"Less than $15,000",3900
"20864","59308","2018HU1208824","5:221000",45,5,"$200,000 or more",2e+05
"20865","59308","2018HU1210237","2:200000",42,2,"$200,000 or more",253100
"20866","59308","2018HU1230624","2:200000",37,2,"$150,000 to $199,999",187800
"20867","59308","2018HU1234783","3:300000",33,3,"$100,000 to $149,999",132000
"20868","59308","2018HU1234835","2:200000",32,2,"$100,000 to $149,999",107200
"20869","59308","2018HU1235865","2:200000",27,2,"$75,000 to $99,999",93900
"20870","59308","2018HU1239480","2:200000",42,2,"$200,000 or more",325300
"20871","59308","2018HU1243099","3:200001",38,3,"$150,000 to $199,999",189300
"20872","59308","2018HU1252358","2:200000",27,2,"$75,000 to $99,999",88140
"20873","59308","2018HU1257203","4:310000",24,4,"$50,000 to $74,999",51300
"20874","59308","2018HU1263261","2:200000",32,2,"$100,000 to $149,999",112900
"20875","59308","2018HU1266378","1:100000",41,1,"$200,000 or more",307000
"20876","59308","2018HU1274850","3:210000",43,3,"$200,000 or more",570500
"20877","59308","2018HU1279742","1:100000",1,1,"Less than $15,000",7000
"20878","59308","2018HU1280659","5:203000",45,5,"$200,000 or more",436600
"20879","59308","2018HU1293476","3:210000",43,3,"$200,000 or more",250000
"20880","59308","2018HU1293566","4:211000",19,4,"$35,000 to $49,999",46000
"20881","59308","2018HU1296352","2:200000",37,2,"$150,000 to $199,999",190000
"20882","59308","2018HU1297260","5:221000",45,5,"$200,000 or more",1e+06
"20883","59308","2018HU1297853","4:202000",44,4,"$200,000 or more",655000
"20884","59308","2018HU1302269","2:200000",42,2,"$200,000 or more",239000
"20885","59308","2018HU1302933","2:200000",37,2,"$150,000 to $199,999",178000
"20886","59308","2018HU1303004","2:200000",42,2,"$200,000 or more",408000
"20887","59308","2018HU1312654","1:100000",16,1,"$35,000 to $49,999",48000
"20888","59308","2018HU1316050","1:100000",36,1,"$150,000 to $199,999",175030
"20889","59308","2018HU1320476","3:210000",38,3,"$150,000 to $199,999",168610
"20890","59308","2018HU1324237","1:100000",1,1,"Less than $15,000",13600
"20891","59308","2018HU1332426","3:300000",43,3,"$200,000 or more",208600
"20892","59308","2018HU1334529","1:100000",31,1,"$100,000 to $149,999",1e+05
"20893","59308","2018HU1334680","2:200000",42,2,"$200,000 or more",267000
"20894","59308","2018HU1336230","4:211000",34,4,"$100,000 to $149,999",131000
"20895","59308","2018HU1337972","3:210000",33,3,"$100,000 to $149,999",110000
"20896","59308","2018HU1338777","4:200020",39,4,"$150,000 to $199,999",179000
"20897","59308","2018HU1339122","4:202000",44,4,"$200,000 or more",275000
"20898","59308","2018HU1341523","3:200010",33,3,"$100,000 to $149,999",115600
"20899","59308","2018HU1342220","4:220000",44,4,"$200,000 or more",280060
"20900","59308","2018HU1342660","2:110000",22,2,"$50,000 to $74,999",70000
"20901","59308","2018HU1344256","3:111000",33,3,"$100,000 to $149,999",140000
"20902","59308","2018HU1348283","5:500000",40,5,"$150,000 to $199,999",175500
"20903","59308","2018HU1350402","2:200000",27,2,"$75,000 to $99,999",89000
"20904","59308","2018HU1354989","2:200000",12,2,"$25,000 to $34,999",28000
"20905","59308","2018HU1361945","4:202000",44,4,"$200,000 or more",844000
"20906","59308","2018HU1363034","3:210000",43,3,"$200,000 or more",216300
"20907","59308","2018HU1363985","2:200000",17,2,"$35,000 to $49,999",39000
"20908","59308","2018HU1364055","3:300000",23,3,"$50,000 to $74,999",69000
"20909","59308","2018HU1371397","1:100000",41,1,"$200,000 or more",275000
"20910","59308","2018HU1372382","2:200000",42,2,"$200,000 or more",265760
"20911","59308","2018HU1373367","2:200000",22,2,"$50,000 to $74,999",67900
"20912","59308","2018HU1377422","2:200000",32,2,"$100,000 to $149,999",139780
"20913","59308","2018HU1378035","2:200000",42,2,"$200,000 or more",208000
"20914","59308","2018HU1379060","2:200000",32,2,"$100,000 to $149,999",134000
"20915","59308","2018HU1379889","2:200000",32,2,"$100,000 to $149,999",120000
"20916","59308","2018HU1381330","2:200000",42,2,"$200,000 or more",579000
"20917","59308","2018HU1382938","2:200000",37,2,"$150,000 to $199,999",183000
"20918","59308","2018HU1384345","4:220000",44,4,"$200,000 or more",273000
"20919","59308","2018HU1387498","3:210000",43,3,"$200,000 or more",625000
"20920","59308","2018HU1389600","2:200000",42,2,"$200,000 or more",400400
"20921","59308","2018HU1391182","1:100000",41,1,"$200,000 or more",512300
"20922","59308","2018HU1397371","3:200001",38,3,"$150,000 to $199,999",159000
"20923","59308","2018HU1398550","2:200000",42,2,"$200,000 or more",258000
"20924","59308","2018HU1399330","4:200101",44,4,"$200,000 or more",242000
"20925","59308","2018HU1399905","2:200000",42,2,"$200,000 or more",342700
"20926","59308","2019GQ0042407","1:100000",NA,1,NA,0
"20927","59308","2019GQ0052177","1:100000",NA,1,NA,0
"20928","59308","2019GQ0057379","1:010000",NA,1,NA,0
"20929","59308","2019GQ0065952","1:100000",NA,1,NA,0
"20930","59308","2019GQ0067046","1:100000",NA,1,NA,0
"20931","59308","2019GQ0072892","1:100000",NA,1,NA,0
"20932","59308","2019GQ0111186","1:100000",NA,1,NA,0
"20933","59308","2019GQ0111581","1:100000",NA,1,NA,0
"20934","59308","2019HU0001200","1:100000",26,1,"$75,000 to $99,999",76000
"20935","59308","2019HU0005992","2:200000",27,2,"$75,000 to $99,999",79930
"20936","59308","2019HU0006997","2:200000",42,2,"$200,000 or more",416000
"20937","59308","2019HU0012329","2:200000",42,2,"$200,000 or more",274400
"20938","59308","2019HU0017166","2:200000",27,2,"$75,000 to $99,999",96500
"20939","59308","2019HU0027350","2:200000",27,2,"$75,000 to $99,999",88000
"20940","59308","2019HU0030605","3:210000",43,3,"$200,000 or more",232700
"20941","59308","2019HU0036403","3:200010",43,3,"$200,000 or more",716000
"20942","59308","2019HU0040386","4:200020",39,4,"$150,000 to $199,999",154000
"20943","59308","2019HU0050312","1:100000",26,1,"$75,000 to $99,999",75000
"20944","59308","2019HU0052362","4:400000",39,4,"$150,000 to $199,999",155400
"20945","59308","2019HU0053761","2:200000",42,2,"$200,000 or more",264680
"20946","59308","2019HU0056152","1:100000",31,1,"$100,000 to $149,999",102500
"20947","59308","2019HU0058309","3:300000",43,3,"$200,000 or more",250000
"20948","59308","2019HU0058796","5:320000",45,5,"$200,000 or more",262900
"20949","59308","2019HU0061429","1:100000",6,1,"$15,000 to $24,999",21000
"20950","59308","2019HU0067860","2:200000",22,2,"$50,000 to $74,999",51000
"20951","59308","2019HU0075418","3:200100",38,3,"$150,000 to $199,999",178000
"20952","59308","2019HU0083241","1:100000",21,1,"$50,000 to $74,999",64000
"20953","59308","2019HU0086928","2:200000",22,2,"$50,000 to $74,999",57000
"20954","59308","2019HU0088910","4:301000",44,4,"$200,000 or more",256000
"20955","59308","2019HU0092472","1:100000",1,1,"Less than $15,000",6800
"20956","59308","2019HU0094667","4:300010",44,4,"$200,000 or more",565000
"20957","59308","2019HU0096560","3:300000",43,3,"$200,000 or more",368000
"20958","59308","2019HU0098364","2:200000",32,2,"$100,000 to $149,999",119500
"20959","59308","2019HU0100475","2:200000",37,2,"$150,000 to $199,999",182900
"20960","59308","2019HU0100628","2:200000",32,2,"$100,000 to $149,999",138400
"20961","59308","2019HU0101405","4:220000",44,4,"$200,000 or more",201600
"20962","59308","2019HU0104985","6:311100",45,5,"$200,000 or more",731000
"20963","59308","2019HU0105434","3:200001",33,3,"$100,000 to $149,999",142000
"20964","59308","2019HU0105805","2:200000",32,2,"$100,000 to $149,999",130050
"20965","59308","2019HU0107604","2:200000",37,2,"$150,000 to $199,999",167000
"20966","59308","2019HU0108985","2:200000",42,2,"$200,000 or more",288000
"20967","59308","2019HU0109529","2:200000",37,2,"$150,000 to $199,999",175000
"20968","59308","2019HU0110034","1:100000",26,1,"$75,000 to $99,999",90000
"20969","59308","2019HU0110094","1:100000",21,1,"$50,000 to $74,999",60000
"20970","59308","2019HU0113441","4:211000",44,4,"$200,000 or more",225700
"20971","59308","2019HU0113598","5:212000",30,5,"$75,000 to $99,999",80000
"20972","59308","2019HU0127440","2:200000",32,2,"$100,000 to $149,999",122000
"20973","59308","2019HU0128583","3:300000",43,3,"$200,000 or more",225400
"20974","59308","2019HU0137189","3:300000",43,3,"$200,000 or more",341000
"20975","59308","2019HU0141398","1:100000",6,1,"$15,000 to $24,999",15600
"20976","59308","2019HU0144989","2:200000",37,2,"$150,000 to $199,999",187800
"20977","59308","2019HU0149238","2:200000",37,2,"$150,000 to $199,999",186100
"20978","59308","2019HU0151490","1:100000",31,1,"$100,000 to $149,999",134700
"20979","59308","2019HU0151675","2:200000",42,2,"$200,000 or more",232000
"20980","59308","2019HU0151708","1:100000",21,1,"$50,000 to $74,999",62000
"20981","59308","2019HU0152426","3:300000",28,3,"$75,000 to $99,999",78000
"20982","59308","2019HU0153792","2:200000",37,2,"$150,000 to $199,999",194000
"20983","59308","2019HU0155883","1:100000",1,1,"Less than $15,000",10000
"20984","59308","2019HU0155931","2:200000",42,2,"$200,000 or more",217800
"20985","59308","2019HU0156569","2:200000",27,2,"$75,000 to $99,999",80000
"20986","59308","2019HU0156744","2:200000",17,2,"$35,000 to $49,999",41500
"20987","59308","2019HU0158541","2:200000",42,2,"$200,000 or more",467900
"20988","59308","2019HU0159014","4:200110",34,4,"$100,000 to $149,999",127000
"20989","59308","2019HU0159315","4:202000",44,4,"$200,000 or more",3e+05
"20990","59308","2019HU0160749","6:410010",40,5,"$150,000 to $199,999",156800
"20991","59308","2019HU0165288","1:100000",21,1,"$50,000 to $74,999",58000
"20992","59308","2019HU0166977","4:400000",44,4,"$200,000 or more",262000
"20993","59308","2019HU0170096","1:100000",36,1,"$150,000 to $199,999",160000
"20994","59308","2019HU0170512","1:100000",21,1,"$50,000 to $74,999",74000
"20995","59308","2019HU0171769","2:200000",22,2,"$50,000 to $74,999",62400
"20996","59308","2019HU0172333","5:410000",35,5,"$100,000 to $149,999",143300
"20997","59308","2019HU0175718","1:100000",31,1,"$100,000 to $149,999",119500
"20998","59308","2019HU0180360","1:100000",21,1,"$50,000 to $74,999",62000
"20999","59308","2019HU0180757","5:203000",45,5,"$200,000 or more",560500
"21000","59308","2019HU0181186","2:200000",42,2,"$200,000 or more",304000
"21001","59308","2019HU0186117","5:300110",45,5,"$200,000 or more",318000
"21002","59308","2019HU0188809","4:211000",34,4,"$100,000 to $149,999",120000
"21003","59308","2019HU0191198","1:100000",36,1,"$150,000 to $199,999",185000
"21004","59308","2019HU0193836","5:221000",40,5,"$150,000 to $199,999",199200
"21005","59308","2019HU0194140","2:200000",27,2,"$75,000 to $99,999",88300
"21006","59308","2019HU0199992","4:211000",44,4,"$200,000 or more",220900
"21007","59308","2019HU0200251","2:200000",42,2,"$200,000 or more",215000
"21008","59308","2019HU0204534","4:201010",29,4,"$75,000 to $99,999",95000
"21009","59308","2019HU0204680","3:210000",23,3,"$50,000 to $74,999",66400
"21010","59308","2019HU0208558","2:200000",37,2,"$150,000 to $199,999",181660
"21011","59308","2019HU0211015","5:201110",45,5,"$200,000 or more",517640
"21012","59308","2019HU0213156","2:200000",17,2,"$35,000 to $49,999",45900
"21013","59308","2019HU0213444","2:200000",27,2,"$75,000 to $99,999",75500
"21014","59308","2019HU0218999","4:201100",29,4,"$75,000 to $99,999",90000
"21015","59308","2019HU0221377","5:221000",40,5,"$150,000 to $199,999",175000
"21016","59308","2019HU0224263","1:100000",26,1,"$75,000 to $99,999",85000
"21017","59308","2019HU0226933","4:201100",29,4,"$75,000 to $99,999",91020
"21018","59308","2019HU0228628","2:200000",37,2,"$150,000 to $199,999",158700
"21019","59308","2019HU0229944","4:200101",44,4,"$200,000 or more",315400
"21020","59308","2019HU0232431","2:200000",42,2,"$200,000 or more",319000
"21021","59308","2019HU0240425","6:400002",20,5,"$35,000 to $49,999",36400
"21022","59308","2019HU0242576","2:200000",42,2,"$200,000 or more",315000
"21023","59308","2019HU0244562","6:301110",45,5,"$200,000 or more",342000
"21024","59308","2019HU0245989","2:200000",32,2,"$100,000 to $149,999",102420
"21025","59308","2019HU0247505","2:200000",22,2,"$50,000 to $74,999",69000
"21026","59308","2019HU0251450","1:100000",6,1,"$15,000 to $24,999",22300
"21027","59308","2019HU0252001","2:200000",42,2,"$200,000 or more",215900
"21028","59308","2019HU0253598","2:200000",32,2,"$100,000 to $149,999",130000
"21029","59308","2019HU0257020","2:200000",42,2,"$200,000 or more",420000
"21030","59308","2019HU0261369","1:100000",31,1,"$100,000 to $149,999",147900
"21031","59308","2019HU0262808","2:200000",32,2,"$100,000 to $149,999",145000
"21032","59308","2019HU0263910","1:100000",1,1,"Less than $15,000",10000
"21033","59308","2019HU0266891","3:210000",43,3,"$200,000 or more",616000
"21034","59308","2019HU0268481","1:100000",1,1,"Less than $15,000",14000
"21035","59308","2019HU0276120","1:100000",36,1,"$150,000 to $199,999",176000
"21036","59308","2019HU0276948","2:200000",17,2,"$35,000 to $49,999",47300
"21037","59308","2019HU0282627","1:100000",31,1,"$100,000 to $149,999",103000
"21038","59308","2019HU0284852","4:202000",9,4,"$15,000 to $24,999",22000
"21039","59308","2019HU0289302","4:310000",44,4,"$200,000 or more",242000
"21040","59308","2019HU0290526","2:200000",42,2,"$200,000 or more",231000
"21041","59308","2019HU0292897","2:200000",37,2,"$150,000 to $199,999",190000
"21042","59308","2019HU0293273","1:100000",11,1,"$25,000 to $34,999",28280
"21043","59308","2019HU0298864","3:201000",43,3,"$200,000 or more",274000
"21044","59308","2019HU0299044","3:210000",43,3,"$200,000 or more",305550
"21045","59308","2019HU0299993","1:100000",36,1,"$150,000 to $199,999",170100
"21046","59308","2019HU0308988","3:300000",43,3,"$200,000 or more",357300
